id,question,sparql,answer_rdf,answer,frame
10,Quale distesa d'acqua confluisce nel Mare Adriatico?,select ?o { <http://dbpedia.org/resource/Adriatic_Sea> <http://dbpedia.org/ontology/inflow> ?o },http://dbpedia.org/resource/Soča,Isonzo,IPP
11,Quale distesa d'acqua confluisce nel Mar Egeo?,select ?o { <http://dbpedia.org/resource/Aegean_Sea> <http://dbpedia.org/ontology/inflow> ?o },http://dbpedia.org/resource/Ilisos,Ilisso (fiume),IPP
12,Quale distesa d'acqua confluisce nel Lago Agnel?,select ?o { <http://dbpedia.org/resource/Agnel_Lake> <http://dbpedia.org/ontology/inflow> ?o },http://dbpedia.org/resource/Orco,Orco (torrente),IPP
13,Quale distesa d'acqua confluisce nel Alanngorsuaq fiordo?,select ?o { <http://dbpedia.org/resource/Alanngorsuaq_Fjord> <http://dbpedia.org/ontology/inflow> ?o },http://dbpedia.org/resource/Labrador_Sea,Mare del Labrador,IPP
14,Quale distesa d'acqua confluisce nel Mare di Alborán?,select ?o { <http://dbpedia.org/resource/Alboran_Sea> <http://dbpedia.org/ontology/inflow> ?o },http://dbpedia.org/resource/Atlantic_Ocean,Oceano Atlantico,IPP
15,Quale distesa d'acqua confluisce nel Baia di Algoa?,select ?o { <http://dbpedia.org/resource/Algoa_Bay> <http://dbpedia.org/ontology/inflow> ?o },http://dbpedia.org/resource/Indian_Ocean,Oceano Indiano,IPP
16,Quale distesa d'acqua confluisce nel Stretto di Hecate?,select ?o { <http://dbpedia.org/resource/Hecate_Strait> <http://dbpedia.org/ontology/inflow> ?o },http://dbpedia.org/resource/Pacific_Ocean,Asia Pacifica,IPP
17,Quale distesa d'acqua confluisce nel Luodis?,select ?o { <http://dbpedia.org/resource/Luodis> <http://dbpedia.org/ontology/inflow> ?o },http://dbpedia.org/resource/Šventoji_(Neris),Šventoji (fiume),IPP
18,Quale distesa d'acqua confluisce nel Baia di Lüderitz?,select ?o { <http://dbpedia.org/resource/Lüderitz_Bay> <http://dbpedia.org/ontology/inflow> ?o },http://dbpedia.org/resource/Atlantic_Ocean,Oceano Atlantico,IPP
19,Quale distesa d'acqua confluisce nel Mjøsa?,select ?o { <http://dbpedia.org/resource/Mjøsa> <http://dbpedia.org/ontology/inflow> ?o },http://dbpedia.org/resource/Gudbrandsdalslågen,Gudbrandsdalslågen,IPP
20,Quale distesa d'acqua confluisce nel Golfo di Moreton?,select ?o { <http://dbpedia.org/resource/Moreton_Bay> <http://dbpedia.org/ontology/inflow> ?o },http://dbpedia.org/resource/Coral_Sea,Mar dei Coralli,IPP
21,Quale distesa d'acqua confluisce nel Bacino di Saratov?,select ?o { <http://dbpedia.org/resource/Saratov_Reservoir> <http://dbpedia.org/ontology/inflow> ?o },http://dbpedia.org/resource/Volga,Volga,IPP
22,Quale distesa d'acqua confluisce nel Lago Sarez?,select ?o { <http://dbpedia.org/resource/Sarez_Lake> <http://dbpedia.org/ontology/inflow> ?o },http://dbpedia.org/resource/Bartang,Bartang,IPP
23,Quale distesa d'acqua confluisce nel Sarsang?,select ?o { <http://dbpedia.org/resource/Sarsang_Reservoir> <http://dbpedia.org/ontology/inflow> ?o },http://dbpedia.org/resource/Tartar_(river),Tartar (fiume),IPP
24,Quale distesa d'acqua confluisce nel Sartai?,select ?o { <http://dbpedia.org/resource/Sartai> <http://dbpedia.org/ontology/inflow> ?o },http://dbpedia.org/resource/Šventoji_(Neris),Šventoji (fiume),IPP
25,Quale distesa d'acqua confluisce nel Schwielowsee?,select ?o { <http://dbpedia.org/resource/Schwielowsee> <http://dbpedia.org/ontology/inflow> ?o },http://dbpedia.org/resource/Havel,Havel,IPP
26,Quale distesa d'acqua confluisce nel Mare di Scotia?,select ?o { <http://dbpedia.org/resource/Scotia_Sea> <http://dbpedia.org/ontology/inflow> ?o },http://dbpedia.org/resource/Southern_Ocean,Oceano antartico,IPP
27,Quale distesa d'acqua confluisce nel Mar d'Azov?,select ?o { <http://dbpedia.org/resource/Sea_of_Azov> <http://dbpedia.org/ontology/inflow> ?o },http://dbpedia.org/resource/Kuban_(river),Kuban',IPP
28,Quale distesa d'acqua confluisce nel Lago di Tiberiade?,select ?o { <http://dbpedia.org/resource/Sea_of_Galilee> <http://dbpedia.org/ontology/inflow> ?o },http://dbpedia.org/resource/Jordan_River,Jordânia,IPP
29,Quale distesa d'acqua confluisce nel Mar di Marmara?,select ?o { <http://dbpedia.org/resource/Sea_of_Marmara> <http://dbpedia.org/ontology/inflow> ?o },http://dbpedia.org/resource/Simav_River,Simav (fiume),IPP
30,Quale distesa d'acqua confluisce nel Seealpsee?,select ?o { <http://dbpedia.org/resource/Seealpsee> <http://dbpedia.org/ontology/inflow> ?o },http://dbpedia.org/resource/Schwendibach,Schwendibach,IPP
31,Quale distesa d'acqua confluisce nel Fiordo di Sermilik Sermersooq?,select ?o { <http://dbpedia.org/resource/Sermilik> <http://dbpedia.org/ontology/inflow> ?o },http://dbpedia.org/resource/Atlantic_Ocean,Oceano Atlantico,IPP
32,Quale distesa d'acqua confluisce nel Lago Serrù?,select ?o { <http://dbpedia.org/resource/Serrù_Lake> <http://dbpedia.org/ontology/inflow> ?o },http://dbpedia.org/resource/Orco,Orco (torrente),IPP
33,Quale distesa d'acqua confluisce nel Baia di Sebastopoli?,select ?o { <http://dbpedia.org/resource/Sevastopol_Bay> <http://dbpedia.org/ontology/inflow> ?o },http://dbpedia.org/resource/Chyornaya_(Crimea),Čërnaja (tributario del Mar Nero),IPP
34,Quale distesa d'acqua confluisce nel Lago Sevier?,select ?o { <http://dbpedia.org/resource/Sevier_Lake> <http://dbpedia.org/ontology/inflow> ?o },http://dbpedia.org/resource/Sevier_River,Sevier (fiume),IPP
35,Quale distesa d'acqua confluisce nel Wienerwaldsee?,select ?o { <http://dbpedia.org/resource/Wienerwaldsee> <http://dbpedia.org/ontology/inflow> ?o },http://dbpedia.org/resource/Wien_(river),Vienna,IPP
36,Quale distesa d'acqua confluisce nel Lago Williston?,select ?o { <http://dbpedia.org/resource/Williston_Lake> <http://dbpedia.org/ontology/inflow> ?o },http://dbpedia.org/resource/Peace_River,Peace (fiume Canada),IPP
37,Quale distesa d'acqua confluisce nel Fiordo di Wolstenholme?,select ?o { <http://dbpedia.org/resource/Wolstenholme_Fjord> <http://dbpedia.org/ontology/inflow> ?o },http://dbpedia.org/resource/Baffin_Bay,Baia di Baffin,IPP
38,Quale distesa d'acqua confluisce nel Lago Wular?,select ?o { <http://dbpedia.org/resource/Wular_Lake> <http://dbpedia.org/ontology/inflow> ?o },http://dbpedia.org/resource/Jhelum_River,Jhelum,IPP
39,Quale distesa d'acqua confluisce nel Falsa Baia?,select ?o { <http://dbpedia.org/resource/False_Bay> <http://dbpedia.org/ontology/inflow> ?o },http://dbpedia.org/resource/Atlantic_Ocean,Oceano Atlantico,IPP
40,Quale distesa d'acqua confluisce nel Lago Abraham?,select ?o { <http://dbpedia.org/resource/Abraham_Lake> <http://dbpedia.org/ontology/inflow> ?o },http://dbpedia.org/resource/North_Saskatchewan_River,North Saskatchewan,IPP
41,Quale distesa d'acqua confluisce nel Baia di Abū Qīr?,select ?o { <http://dbpedia.org/resource/Abu_Qir_Bay> <http://dbpedia.org/ontology/inflow> ?o },http://dbpedia.org/resource/Rosetta,Rosetta (città),IPP
42,Quale distesa d'acqua confluisce nel Golfo Akademii?,select ?o { <http://dbpedia.org/resource/Academy_Bay_(Sea_of_Okhotsk)> <http://dbpedia.org/ontology/inflow> ?o },http://dbpedia.org/resource/Sea_of_Okhotsk,Mare di Ochotsk,IPP
43,Quale distesa d'acqua confluisce nel Baia di Clayoquot?,select ?o { <http://dbpedia.org/resource/Clayoquot_Sound> <http://dbpedia.org/ontology/inflow> ?o },http://dbpedia.org/resource/Pacific_Ocean,Asia Pacifica,IPP
44,Quale distesa d'acqua confluisce nel Baia di Cleggan?,select ?o { <http://dbpedia.org/resource/Cleggan_Bay> <http://dbpedia.org/ontology/inflow> ?o },http://dbpedia.org/resource/Atlantic_Ocean,Oceano Atlantico,IPP
45,Quale distesa d'acqua confluisce nel Baia di Clew?,select ?o { <http://dbpedia.org/resource/Clew_Bay> <http://dbpedia.org/ontology/inflow> ?o },http://dbpedia.org/resource/Atlantic_Ocean,Oceano Atlantico,IPP
46,Quale distesa d'acqua confluisce nel Baia della Concezione?,select ?o { <http://dbpedia.org/resource/Conception_Bay> <http://dbpedia.org/ontology/inflow> ?o },http://dbpedia.org/resource/Atlantic_Ocean,Oceano Atlantico,IPP
47,Quale distesa d'acqua confluisce nel Laghi Connecticut?,select ?o { <http://dbpedia.org/resource/Connecticut_Lakes> <http://dbpedia.org/ontology/inflow> ?o },http://dbpedia.org/resource/Connecticut_River,Connecticut (fiume),IPP
48,Quale distesa d'acqua confluisce nel Baia di Disko?,select ?o { <http://dbpedia.org/resource/Disko_Bay> <http://dbpedia.org/ontology/inflow> ?o },http://dbpedia.org/resource/Baffin_Bay,Baia di Baffin,IPP
49,Quale distesa d'acqua confluisce nel http://dbpedia.org/resource/Bang_Lang_Reservoir?,select ?o { <http://dbpedia.org/resource/Bang_Lang_Reservoir> <http://dbpedia.org/ontology/inflow> ?o },http://dbpedia.org/resource/Pattani_River,Pattani (fiume),IPP
50,Quale distesa d'acqua confluisce nel http://dbpedia.org/resource/Barby_Storage_Reservoir?,select ?o { <http://dbpedia.org/resource/Barby_Storage_Reservoir> <http://dbpedia.org/ontology/inflow> ?o },http://dbpedia.org/resource/Draycote_Water,Draycote Water,IPP
51,Quale distesa d'acqua confluisce nel http://dbpedia.org/resource/Barclay_Bay_Greenland?,"select ?o { <http://dbpedia.org/resource/Barclay_Bay,_Greenland> <http://dbpedia.org/ontology/inflow> ?o }",http://dbpedia.org/resource/Denmark_Strait,Stretto di Danimarca,IPP
52,Quale distesa d'acqua confluisce nel http://dbpedia.org/resource/Barkley_Sound?,select ?o { <http://dbpedia.org/resource/Barkley_Sound> <http://dbpedia.org/ontology/inflow> ?o },http://dbpedia.org/resource/Pacific_Ocean,Asia Pacifica,IPP
53,Quale distesa d'acqua confluisce nel http://dbpedia.org/resource/Barniner_See?,select ?o { <http://dbpedia.org/resource/Barniner_See> <http://dbpedia.org/ontology/inflow> ?o },http://dbpedia.org/resource/Warnow,Warnow,IPP
55,Dove confluisce Barguzin fiume?,select ?s { ?s <http://dbpedia.org/ontology/inflow> <http://dbpedia.org/resource/Barguzin_(river)> },http://dbpedia.org/resource/Lake_Baikal,Lago Bajkal,IPP
56,Dove confluisce Barca fiume?,select ?s { ?s <http://dbpedia.org/ontology/inflow> <http://dbpedia.org/resource/Barka_River> },http://dbpedia.org/resource/Red_Sea,Mar Rosso,IPP
57,Dove confluisce Bartang?,select ?s { ?s <http://dbpedia.org/ontology/inflow> <http://dbpedia.org/resource/Bartang> },http://dbpedia.org/resource/Sarez_Lake,Lago Sarez,IPP
58,Dove confluisce Basento?,select ?s { ?s <http://dbpedia.org/ontology/inflow> <http://dbpedia.org/resource/Basento> },http://dbpedia.org/resource/Gulf_of_Taranto,Golfo di Taranto,IPP
59,Dove confluisce Belaja affluente della Kama?,select ?s { ?s <http://dbpedia.org/ontology/inflow> <http://dbpedia.org/resource/Belaya_(Kama)> },http://dbpedia.org/resource/Nizhnekamsk_Reservoir,Bacino di Nižnekamsk,IPP
60,Dove confluisce Bug Occidentale?,select ?s { ?s <http://dbpedia.org/ontology/inflow> <http://dbpedia.org/resource/Bug_(river)> },http://dbpedia.org/resource/Zegrze_Reservoir,Lago Zegrzyńskie,IPP
61,Dove confluisce Caffaro fiume?,select ?s { ?s <http://dbpedia.org/ontology/inflow> <http://dbpedia.org/resource/Caffaro_(river)> },http://dbpedia.org/resource/Lake_Idro,Lago d'Idro,IPP
62,Dove confluisce Fiume Camacuã?,select ?s { ?s <http://dbpedia.org/ontology/inflow> <http://dbpedia.org/resource/Camaquã_River> },http://dbpedia.org/resource/Lagoa_dos_Patos,Lagoa dos Patos (laguna),IPP
63,Dove confluisce Mar Glaciale Artico?,select ?s { ?s <http://dbpedia.org/ontology/inflow> <http://dbpedia.org/resource/Arctic_Ocean> },http://dbpedia.org/resource/Hudson_Bay,Baia di Hudson,IPP
64,Dove confluisce Chambeshi?,select ?s { ?s <http://dbpedia.org/ontology/inflow> <http://dbpedia.org/resource/Chambeshi_River> },http://dbpedia.org/resource/Lake_Bangweulu,Lago Bangweulu,IPP
65,Dove confluisce Chari?,select ?s { ?s <http://dbpedia.org/ontology/inflow> <http://dbpedia.org/resource/Chari_River> },http://dbpedia.org/resource/Lake_Chad,Ciad (lago),IPP
66,Dove confluisce Chubut fiume?,select ?s { ?s <http://dbpedia.org/ontology/inflow> <http://dbpedia.org/resource/Chubut_River> },http://dbpedia.org/resource/Argentine_Sea,Mar Argentino,IPP
67,Dove confluisce Čërnaja tributario del Mar Nero?,select ?s { ?s <http://dbpedia.org/ontology/inflow> <http://dbpedia.org/resource/Chyornaya_(Crimea)> },http://dbpedia.org/resource/Sevastopol_Bay,Baia di Sebastopoli,IPP
68,Dove confluisce Wadi Allaqi?,select ?s { ?s <http://dbpedia.org/ontology/inflow> <http://dbpedia.org/resource/Wadi_Allaqi> },http://dbpedia.org/resource/Lake_Nasser,Lago Nasser,IPP
69,Dove confluisce Agri fiume?,select ?s { ?s <http://dbpedia.org/ontology/inflow> <http://dbpedia.org/resource/Agri_(river)> },http://dbpedia.org/resource/Gulf_of_Taranto,Golfo di Taranto,IPP
70,Dove confluisce Ain fiume?,select ?s { ?s <http://dbpedia.org/ontology/inflow> <http://dbpedia.org/resource/Ain_(river)> },http://dbpedia.org/resource/Lac_de_Vouglans,Lago di Vouglans,IPP
71,Dove confluisce Alazani?,select ?s { ?s <http://dbpedia.org/ontology/inflow> <http://dbpedia.org/resource/Alazani> },http://dbpedia.org/resource/Mingachevir_reservoir,Bacino di Mingäçevir,IPP
72,Dove confluisce Mare di Alborán?,select ?s { ?s <http://dbpedia.org/ontology/inflow> <http://dbpedia.org/resource/Alboran_Sea> },http://dbpedia.org/resource/Bay_of_Gibraltar,Baia di Gibilterra,IPP
73,Dove confluisce Ghiacciaio dell'Aletsch?,select ?s { ?s <http://dbpedia.org/ontology/inflow> <http://dbpedia.org/resource/Aletsch_Glacier> },http://dbpedia.org/resource/Stausee_Gibidum,Diga di Gebidem,IPP
74,Dove confluisce Liman dell'Anadyr'?,select ?s { ?s <http://dbpedia.org/ontology/inflow> <http://dbpedia.org/resource/Anadyrsky_Liman> },http://dbpedia.org/resource/Onemen_Bay,Baia Onemen,IPP
75,Dove confluisce Golfo dell'Anadyr'?,select ?s { ?s <http://dbpedia.org/ontology/inflow> <http://dbpedia.org/resource/Anadyrsky_Liman> },http://dbpedia.org/resource/Onemen_Bay,Baia Onemen,IPP
76,Dove confluisce Havre de Grace?,"select ?s { ?s <http://dbpedia.org/ontology/inflow> <http://dbpedia.org/resource/Havre_de_Grace,_Maryland> }",http://dbpedia.org/resource/Chesapeake_Bay,Baia di Chesapeake,IPP
77,Dove confluisce Hay fiume?,select ?s { ?s <http://dbpedia.org/ontology/inflow> <http://dbpedia.org/resource/Hay_River_(Canada)> },http://dbpedia.org/resource/Great_Slave_Lake,Grande Lago degli Schiavi,IPP
78,Dove confluisce Helmand fiume?,select ?s { ?s <http://dbpedia.org/ontology/inflow> <http://dbpedia.org/resource/Helmand_River> },http://dbpedia.org/resource/Hamun_Lake,Hamun,IPP
79,Dove confluisce Falda acquifera?,select ?s { ?s <http://dbpedia.org/ontology/inflow> <http://dbpedia.org/resource/Aquifer> },http://dbpedia.org/resource/Lake_Yoa,Lago Yoa,IPP
80,Dove confluisce Lovat'?,select ?s { ?s <http://dbpedia.org/ontology/inflow> <http://dbpedia.org/resource/Lovat_(river)> },http://dbpedia.org/resource/Lake_Ilmen,Lago Il'men',IPP
81,Dove confluisce Lule?,select ?s { ?s <http://dbpedia.org/ontology/inflow> <http://dbpedia.org/resource/Lule_River> },http://dbpedia.org/resource/Baltic_Sea,Mar Baltico,IPP
82,Dove confluisce Lütschine?,select ?s { ?s <http://dbpedia.org/ontology/inflow> <http://dbpedia.org/resource/Lütschine> },http://dbpedia.org/resource/Lake_Brienz,Lago di Brienz,IPP
83,Dove confluisce Magdalena fiume?,select ?s { ?s <http://dbpedia.org/ontology/inflow> <http://dbpedia.org/resource/Magdalena_River> },http://dbpedia.org/resource/Caribbean_Sea,Mare Caraibico,IPP
84,Dove confluisce Maggia Svizzera?,select ?s { ?s <http://dbpedia.org/ontology/inflow> <http://dbpedia.org/resource/Maggia_(river)> },http://dbpedia.org/resource/Lake_Maggiore,Lago Maggiore,IPP
85,Dove confluisce Maggia fiume?,select ?s { ?s <http://dbpedia.org/ontology/inflow> <http://dbpedia.org/resource/Maggia_(river)> },http://dbpedia.org/resource/Lake_Maggiore,Lago Maggiore,IPP
86,Dove confluisce Stretto di Davis?,select ?s { ?s <http://dbpedia.org/ontology/inflow> <http://dbpedia.org/resource/Davis_Strait> },http://dbpedia.org/resource/Kangerlussuatsiaq_Fjord,Kangerlussuatsiaq,IPP
87,Dove confluisce Lavaca fiume?,select ?s { ?s <http://dbpedia.org/ontology/inflow> <http://dbpedia.org/resource/Lavaca_River> },http://dbpedia.org/resource/Matagorda_Bay,Baia di Matagorda,IPP
88,Dove confluisce Leonte fiume?,select ?s { ?s <http://dbpedia.org/ontology/inflow> <http://dbpedia.org/resource/Litani_River> },http://dbpedia.org/resource/Lake_Qaraoun,Lago di Qara'un,IPP
89,Dove confluisce Guadalhorce?,select ?s { ?s <http://dbpedia.org/ontology/inflow> <http://dbpedia.org/resource/Guadalhorce> },http://dbpedia.org/resource/Alboran_Sea,Mare di Alborán,IPP
90,Dove confluisce Mobile fiume?,select ?s { ?s <http://dbpedia.org/ontology/inflow> <http://dbpedia.org/resource/Mobile_River> },http://dbpedia.org/resource/Gulf_of_Mexico,Golfo del Messico,IPP
91,Dove confluisce Mojave fiume?,select ?s { ?s <http://dbpedia.org/ontology/inflow> <http://dbpedia.org/resource/Mojave_River> },http://dbpedia.org/resource/Soda_Lake_(San_Bernardino_County),Lago Soda,IPP
92,Dove confluisce Mologa?,select ?s { ?s <http://dbpedia.org/ontology/inflow> <http://dbpedia.org/resource/Mologa_(river)> },http://dbpedia.org/resource/Rybinsk_Reservoir,Bacino di Rybinsk,IPP
93,Dove confluisce Morača?,select ?s { ?s <http://dbpedia.org/ontology/inflow> <http://dbpedia.org/resource/Morača> },http://dbpedia.org/resource/Lake_Skadar,Lago di Scutari,IPP
94,Dove confluisce Motagua?,select ?s { ?s <http://dbpedia.org/ontology/inflow> <http://dbpedia.org/resource/Motagua_River> },http://dbpedia.org/resource/Caribbean_Sea,Mare Caraibico,IPP
95,Dove confluisce Motala ström?,select ?s { ?s <http://dbpedia.org/ontology/inflow> <http://dbpedia.org/resource/Motala_ström> },http://dbpedia.org/resource/Roxen,Roxen (lago),IPP
96,Dove confluisce Msta?,select ?s { ?s <http://dbpedia.org/ontology/inflow> <http://dbpedia.org/resource/Msta> },http://dbpedia.org/resource/Lake_Ilmen,Lago Il'men',IPP
97,Dove confluisce Muota?,select ?s { ?s <http://dbpedia.org/ontology/inflow> <http://dbpedia.org/resource/Muota> },http://dbpedia.org/resource/Lake_Lucerne,Lago dei Quattro Cantoni,IPP
98,Dove confluisce Blandá?,select ?s { ?s <http://dbpedia.org/ontology/inflow> <http://dbpedia.org/resource/Blanda> },http://dbpedia.org/resource/Blöndulón,Blöndulón,IPP
99,Dove confluisce Sarca?,select ?s { ?s <http://dbpedia.org/ontology/inflow> <http://dbpedia.org/resource/Sarca> },http://dbpedia.org/resource/Lake_Garda,Lago di Garda,IPP
100,Dove confluisce Aa di Sarnen?,select ?s { ?s <http://dbpedia.org/ontology/inflow> <http://dbpedia.org/resource/Sarner_Aa> },http://dbpedia.org/resource/Lake_Sarnen,Lago di Sarnen,IPP
101,Dove confluisce Saskatchewan fiume?,select ?s { ?s <http://dbpedia.org/ontology/inflow> <http://dbpedia.org/resource/Saskatchewan_River> },http://dbpedia.org/resource/Cedar_Lake_(Manitoba),Cedar Lake (Manitoba),IPP
102,Dove confluisce Schelda?,select ?s { ?s <http://dbpedia.org/ontology/inflow> <http://dbpedia.org/resource/Scheldt> },http://dbpedia.org/resource/North_Sea,Mare del Nord,IPP
103,Dove confluisce Schwendibach?,select ?s { ?s <http://dbpedia.org/ontology/inflow> <http://dbpedia.org/resource/Schwendibach> },http://dbpedia.org/resource/Seealpsee,Seealpsee,IPP
104,Dove confluisce Schwentine?,select ?s { ?s <http://dbpedia.org/ontology/inflow> <http://dbpedia.org/resource/Schwentine> },http://dbpedia.org/resource/Kellersee,Lago Keller,IPP
105,Dove confluisce Mare di Scotia?,select ?s { ?s <http://dbpedia.org/ontology/inflow> <http://dbpedia.org/resource/Scotia_Sea> },http://dbpedia.org/resource/King_Haakon_Bay,Baia di re Haakon,IPP
107,Quale registra presso Band on the Run singolo?,select ?o { <http://dbpedia.org/resource/Band_on_the_Run_(song)> <http://dbpedia.org/ontology/recordedIn> ?o },http://dbpedia.org/resource/EMI,EMI,IPP
108,Quale registra presso Bankrobber?,select ?o { <http://dbpedia.org/resource/Bankrobber> <http://dbpedia.org/ontology/recordedIn> ?o },http://dbpedia.org/resource/Manchester,Manchester,IPP
109,Quale registra presso Barrel of a Gun?,select ?o { <http://dbpedia.org/resource/Barrel_of_a_Gun_(Depeche_Mode_song)> <http://dbpedia.org/ontology/recordedIn> ?o },http://dbpedia.org/resource/Electric_Lady_Studios,Electric Lady Studios,IPP
110,Quale registra presso Barricade singolo?,select ?o { <http://dbpedia.org/resource/Barricade_(song)> <http://dbpedia.org/ontology/recordedIn> ?o },http://dbpedia.org/resource/Electric_Lady_Studios,Electric Lady Studios,IPP
111,Quale registra presso Be My Wife?,select ?o { <http://dbpedia.org/resource/Be_My_Wife> <http://dbpedia.org/ontology/recordedIn> ?o },http://dbpedia.org/resource/Château_d'Hérouville,Château d'Hérouville,IPP
112,Quale registra presso Be with You Enrique Iglesias?,select ?o { <http://dbpedia.org/resource/Be_with_You_(Enrique_Iglesias_song)> <http://dbpedia.org/ontology/recordedIn> ?o },"http://dbpedia.org/resource/Hyde_Park,_London",Hyde Park,IPP
113,Quale registra presso Beat It?,select ?o { <http://dbpedia.org/resource/Beat_It> <http://dbpedia.org/ontology/recordedIn> ?o },http://dbpedia.org/resource/Westlake_Recording_Studios,Westlake Recording Studios,IPP
114,Quale registra presso Beat of My Heart?,select ?o { <http://dbpedia.org/resource/Beat_of_My_Heart> <http://dbpedia.org/ontology/recordedIn> ?o },http://dbpedia.org/resource/Los_Angeles,Los Angeles,IPP
115,Quale registra presso Beautiful Dirty Rich?,"select ?o { <http://dbpedia.org/resource/Beautiful,_Dirty,_Rich> <http://dbpedia.org/ontology/recordedIn> ?o }","http://dbpedia.org/resource/Parsippany-Troy_Hills,_New_Jersey",Parsippany-Troy Hills,IPP
116,Quale registra presso Beautiful Day?,select ?o { <http://dbpedia.org/resource/Beautiful_Day> <http://dbpedia.org/ontology/recordedIn> ?o },http://dbpedia.org/resource/Dublin,Dublino,IPP
117,Quale registra presso Beautiful Liar?,select ?o { <http://dbpedia.org/resource/Beautiful_Liar> <http://dbpedia.org/ontology/recordedIn> ?o },"http://dbpedia.org/resource/Nassau,_Bahamas",Nassau,IPP
118,Quale registra presso Beautiful Night?,select ?o { <http://dbpedia.org/resource/Beautiful_Night_(Paul_McCartney_song)> <http://dbpedia.org/ontology/recordedIn> ?o },http://dbpedia.org/resource/Sussex,Sussex (Virginia),IPP
119,Quale registra presso Beauty and the Beast Disney?,select ?o { <http://dbpedia.org/resource/Beauty_and_the_Beast_(Disney_song)> <http://dbpedia.org/ontology/recordedIn> ?o },"http://dbpedia.org/resource/Sausalito,_California",Sausalito,IPP
120,Quale registra presso Because?,select ?o { <http://dbpedia.org/resource/Because_(Beatles_song)> <http://dbpedia.org/ontology/recordedIn> ?o },http://dbpedia.org/resource/Abbey_Road_Studios,Abbey Road Studios,IPP
121,Quale registra presso Because of Love?,select ?o { <http://dbpedia.org/resource/Because_of_Love> <http://dbpedia.org/ontology/recordedIn> ?o },"http://dbpedia.org/resource/Edina,_Minnesota",Edina (Minnesota),IPP
122,Quale registra presso Because of You singolo Tony Bennett?,select ?o { <http://dbpedia.org/resource/Because_of_You_(1940_song)> <http://dbpedia.org/ontology/recordedIn> ?o },http://dbpedia.org/resource/New_York_City,New York,IPP
123,Quale registra presso Because of You Kelly Clarkson?,select ?o { <http://dbpedia.org/resource/Because_of_You_(Kelly_Clarkson_song)> <http://dbpedia.org/ontology/recordedIn> ?o },http://dbpedia.org/resource/NRG_Recording_Studios,NRG Recording Studios,IPP
124,Quale registra presso Bedshaped?,select ?o { <http://dbpedia.org/resource/Bedshaped> <http://dbpedia.org/ontology/recordedIn> ?o },"http://dbpedia.org/resource/Rye,_East_Sussex",Rye (East Sussex),IPP
125,Quale registra presso Bedtime Story?,select ?o { <http://dbpedia.org/resource/Bedtime_Story_(Madonna_song)> <http://dbpedia.org/ontology/recordedIn> ?o },"http://dbpedia.org/resource/Encino,_Los_Angeles",Encino (Los Angeles),IPP
126,Quale registra presso Believe Me Fort Minor?,select ?o { <http://dbpedia.org/resource/Believe_Me_(Fort_Minor_song)> <http://dbpedia.org/ontology/recordedIn> ?o },http://dbpedia.org/resource/NRG_Recording_Studios,NRG Recording Studios,IPP
