id,question,sparql,answer_rdf,answer,frame
2022,Qual è il movimento artistico di Adonis?,select  ?o    {    <http://dbpedia.org/resource/Adunis> <http://dbpedia.org/ontology/movement>  ?o    },http://dbpedia.org/resource/Literary_modernism,Modernismo (letteratura),NPP
2023,Qual era il movimento artistico di Adèle Kindt?,select  ?o    {    <http://dbpedia.org/resource/Adèle_Kindt> <http://dbpedia.org/ontology/movement>  ?o    },http://dbpedia.org/resource/Romanticism,Romanticismo,NPP
2024,Qual è il movimento artistico di Adèle Kindt?,select  ?o    {    <http://dbpedia.org/resource/Adèle_Kindt> <http://dbpedia.org/ontology/movement>  ?o    },http://dbpedia.org/resource/Romanticism,Romanticismo,NPP
2025,Qual era il movimento artistico di Adélaïde Labille-Guiard?,select  ?o    {    <http://dbpedia.org/resource/Adélaïde_Labille-Guiard> <http://dbpedia.org/ontology/movement>  ?o    },http://dbpedia.org/resource/Rococo,Rococò,NPP
2026,Qual è il movimento artistico di Adélaïde Labille-Guiard?,select  ?o    {    <http://dbpedia.org/resource/Adélaïde_Labille-Guiard> <http://dbpedia.org/ontology/movement>  ?o    },http://dbpedia.org/resource/Rococo,Rococò,NPP
2027,Qual era il movimento artistico di Agatha Christie?,select  ?o    {    <http://dbpedia.org/resource/Agatha_Christie> <http://dbpedia.org/ontology/movement>  ?o    },http://dbpedia.org/resource/Golden_Age_of_Detective_Fiction,Decalogo di Knox,NPP
2028,Qual è il movimento artistico di Agatha Christie?,select  ?o    {    <http://dbpedia.org/resource/Agatha_Christie> <http://dbpedia.org/ontology/movement>  ?o    },http://dbpedia.org/resource/Golden_Age_of_Detective_Fiction,Decalogo di Knox,NPP
2029,Qual era il movimento artistico di Agnes Martin?,select  ?o    {    <http://dbpedia.org/resource/Agnes_Martin> <http://dbpedia.org/ontology/movement>  ?o    },http://dbpedia.org/resource/Abstract_expressionism,Espressionismo astratto,NPP
2030,Qual è il movimento artistico di Agnes Martin?,select  ?o    {    <http://dbpedia.org/resource/Agnes_Martin> <http://dbpedia.org/ontology/movement>  ?o    },http://dbpedia.org/resource/Abstract_expressionism,Espressionismo astratto,NPP
2031,Qual era il movimento artistico di Ahad Ha'am?,select  ?o    {    <http://dbpedia.org/resource/Ahad_Ha'am> <http://dbpedia.org/ontology/movement>  ?o    },http://dbpedia.org/resource/Hovevei_Zion,Hovevei Zion,NPP
2032,Qual è il movimento artistico di Ahad Ha'am?,select  ?o    {    <http://dbpedia.org/resource/Ahad_Ha'am> <http://dbpedia.org/ontology/movement>  ?o    },http://dbpedia.org/resource/Hovevei_Zion,Hovevei Zion,NPP
2033,Qual era il movimento artistico di Ahmet Hamdi Tanpınar?,select  ?o    {    <http://dbpedia.org/resource/Ahmet_Hamdi_Tanpınar> <http://dbpedia.org/ontology/movement>  ?o    },http://dbpedia.org/resource/Modernism,Modernismo,NPP
2034,Qual è il movimento artistico di Ahmet Hamdi Tanpınar?,select  ?o    {    <http://dbpedia.org/resource/Ahmet_Hamdi_Tanpınar> <http://dbpedia.org/ontology/movement>  ?o    },http://dbpedia.org/resource/Modernism,Modernismo,NPP
2035,Qual era il movimento artistico di Akosua Adoma Owusu?,select  ?o    {    <http://dbpedia.org/resource/Akosua_Adoma_Owusu> <http://dbpedia.org/ontology/movement>  ?o    },http://dbpedia.org/resource/Feminism,Femminismo,NPP
2036,Qual è il movimento artistico di Akosua Adoma Owusu?,select  ?o    {    <http://dbpedia.org/resource/Akosua_Adoma_Owusu> <http://dbpedia.org/ontology/movement>  ?o    },http://dbpedia.org/resource/Feminism,Femminismo,NPP
2037,Qual era il movimento artistico di Akseli Gallen-Kallela?,select  ?o    {    <http://dbpedia.org/resource/Akseli_Gallen-Kallela> <http://dbpedia.org/ontology/movement>  ?o    },http://dbpedia.org/resource/Romantic_nationalism,Nazionalismo romantico,NPP
2038,Qual è il movimento artistico di Akseli Gallen-Kallela?,select  ?o    {    <http://dbpedia.org/resource/Akseli_Gallen-Kallela> <http://dbpedia.org/ontology/movement>  ?o    },http://dbpedia.org/resource/Romantic_nationalism,Nazionalismo romantico,NPP
2039,Qual era il movimento artistico di Alasdair Gray?,select  ?o    {    <http://dbpedia.org/resource/Alasdair_Gray> <http://dbpedia.org/ontology/movement>  ?o    },http://dbpedia.org/resource/Postmodern_literature,Letteratura postmoderna,NPP
2040,Qual è il movimento artistico di Alasdair Gray?,select  ?o    {    <http://dbpedia.org/resource/Alasdair_Gray> <http://dbpedia.org/ontology/movement>  ?o    },http://dbpedia.org/resource/Postmodern_literature,Letteratura postmoderna,NPP
2041,Qual era il movimento artistico di Albert Bierstadt?,select  ?o    {    <http://dbpedia.org/resource/Albert_Bierstadt> <http://dbpedia.org/ontology/movement>  ?o    },http://dbpedia.org/resource/Hudson_River_School,Hudson River School,NPP
2042,Qual è il movimento artistico di Albert Bierstadt?,select  ?o    {    <http://dbpedia.org/resource/Albert_Bierstadt> <http://dbpedia.org/ontology/movement>  ?o    },http://dbpedia.org/resource/Hudson_River_School,Hudson River School,NPP
2043,Qual era il movimento artistico di Albert Gleizes?,select  ?o    {    <http://dbpedia.org/resource/Albert_Gleizes> <http://dbpedia.org/ontology/movement>  ?o    },http://dbpedia.org/resource/Abstraction-Création,Abstraction-Création,NPP
2044,Qual è il movimento artistico di Albert Gleizes?,select  ?o    {    <http://dbpedia.org/resource/Albert_Gleizes> <http://dbpedia.org/ontology/movement>  ?o    },http://dbpedia.org/resource/Abstraction-Création,Abstraction-Création,NPP
2045,Qual era il movimento artistico di Pierre-Albert Marquet?,select  ?o    {    <http://dbpedia.org/resource/Albert_Marquet> <http://dbpedia.org/ontology/movement>  ?o    },http://dbpedia.org/resource/Fauvism,Fauves,NPP
2046,Qual è il movimento artistico di Pierre-Albert Marquet?,select  ?o    {    <http://dbpedia.org/resource/Albert_Marquet> <http://dbpedia.org/ontology/movement>  ?o    },http://dbpedia.org/resource/Fauvism,Fauves,NPP
2047,Qual era il movimento artistico di Albert Pinkham Ryder?,select  ?o    {    <http://dbpedia.org/resource/Albert_Pinkham_Ryder> <http://dbpedia.org/ontology/movement>  ?o    },http://dbpedia.org/resource/Tonalism,Tonalismo (movimento artistico statunitense),NPP
2048,Qual è il movimento artistico di Albert Pinkham Ryder?,select  ?o    {    <http://dbpedia.org/resource/Albert_Pinkham_Ryder> <http://dbpedia.org/ontology/movement>  ?o    },http://dbpedia.org/resource/Tonalism,Tonalismo (movimento artistico statunitense),NPP
2049,Qual era il movimento artistico di Alberto Arbasino?,select  ?o    {    <http://dbpedia.org/resource/Alberto_Arbasino> <http://dbpedia.org/ontology/movement>  ?o    },http://dbpedia.org/resource/Neoavanguardia,Neoavanguardia,NPP
2050,Qual è il movimento artistico di Alberto Arbasino?,select  ?o    {    <http://dbpedia.org/resource/Alberto_Arbasino> <http://dbpedia.org/ontology/movement>  ?o    },http://dbpedia.org/resource/Neoavanguardia,Neoavanguardia,NPP
2051,Qual era il movimento artistico di Alberto Burri?,select  ?o    {    <http://dbpedia.org/resource/Alberto_Burri> <http://dbpedia.org/ontology/movement>  ?o    },http://dbpedia.org/resource/Fluxus,Fluxus,NPP
2052,Qual è il movimento artistico di Alberto Burri?,select  ?o    {    <http://dbpedia.org/resource/Alberto_Burri> <http://dbpedia.org/ontology/movement>  ?o    },http://dbpedia.org/resource/Fluxus,Fluxus,NPP
2053,Qual era il movimento artistico di Alberto Giacometti?,select  ?o    {    <http://dbpedia.org/resource/Alberto_Giacometti> <http://dbpedia.org/ontology/movement>  ?o    },http://dbpedia.org/resource/Expressionism,Espressionismo (letteratura),NPP
2054,Qual è il movimento artistico di Alberto Giacometti?,select  ?o    {    <http://dbpedia.org/resource/Alberto_Giacometti> <http://dbpedia.org/ontology/movement>  ?o    },http://dbpedia.org/resource/Expressionism,Espressionismo (letteratura),NPP
2055,Qual era il movimento artistico di Alberto Pasini?,select  ?o    {    <http://dbpedia.org/resource/Alberto_Pasini> <http://dbpedia.org/ontology/movement>  ?o    },http://dbpedia.org/resource/Orientalism,Orientalismo,NPP
2056,Qual è il movimento artistico di Alberto Pasini?,select  ?o    {    <http://dbpedia.org/resource/Alberto_Pasini> <http://dbpedia.org/ontology/movement>  ?o    },http://dbpedia.org/resource/Orientalism,Orientalismo,NPP
2057,Qual era il movimento artistico di Aldo Busi?,select  ?o    {    <http://dbpedia.org/resource/Aldo_Busi> <http://dbpedia.org/ontology/movement>  ?o    },http://dbpedia.org/resource/Postmodernism,Architettura postmoderna,NPP
2058,Qual è il movimento artistico di Aldo Busi?,select  ?o    {    <http://dbpedia.org/resource/Aldo_Busi> <http://dbpedia.org/ontology/movement>  ?o    },http://dbpedia.org/resource/Postmodernism,Architettura postmoderna,NPP
2059,Qual era il movimento artistico di Aleix Clapés?,select  ?o    {    <http://dbpedia.org/resource/Aleix_Clapés> <http://dbpedia.org/ontology/movement>  ?o    },http://dbpedia.org/resource/Modernisme,Modernismo catalano,NPP
2060,Qual è il movimento artistico di Aleix Clapés?,select  ?o    {    <http://dbpedia.org/resource/Aleix_Clapés> <http://dbpedia.org/ontology/movement>  ?o    },http://dbpedia.org/resource/Modernisme,Modernismo catalano,NPP
2061,Qual era il movimento artistico di Aleksandar Hemon?,select  ?o    {    <http://dbpedia.org/resource/Aleksandar_Hemon> <http://dbpedia.org/ontology/movement>  ?o    },http://dbpedia.org/resource/Postmodernism,Architettura postmoderna,NPP
2062,Qual è il movimento artistico di Aleksandar Hemon?,select  ?o    {    <http://dbpedia.org/resource/Aleksandar_Hemon> <http://dbpedia.org/ontology/movement>  ?o    },http://dbpedia.org/resource/Postmodernism,Architettura postmoderna,NPP
2063,Qual era il movimento artistico di Aleksandr Gerasimov?,select  ?o    {    <http://dbpedia.org/resource/Aleksandr_Gerasimov_(painter)> <http://dbpedia.org/ontology/movement>  ?o    },http://dbpedia.org/resource/Socialist_realism,Realismo socialista,NPP
2064,Qual è il movimento artistico di Aleksandr Gerasimov?,select  ?o    {    <http://dbpedia.org/resource/Aleksandr_Gerasimov_(painter)> <http://dbpedia.org/ontology/movement>  ?o    },http://dbpedia.org/resource/Socialist_realism,Realismo socialista,NPP
2065,Qual era il movimento artistico di Aleksandr Ivanovič Kuprin?,select  ?o    {    <http://dbpedia.org/resource/Aleksandr_Kuprin> <http://dbpedia.org/ontology/movement>  ?o    },http://dbpedia.org/resource/Naturalism_(literature),Naturalismo (letteratura),NPP
2066,Qual è il movimento artistico di Aleksandr Ivanovič Kuprin?,select  ?o    {    <http://dbpedia.org/resource/Aleksandr_Kuprin> <http://dbpedia.org/ontology/movement>  ?o    },http://dbpedia.org/resource/Naturalism_(literature),Naturalismo (letteratura),NPP
2067,Qual era il movimento artistico di Aleksandra Aleksandrovna Ėkster?,select  ?o    {    <http://dbpedia.org/resource/Aleksandra_Ekster> <http://dbpedia.org/ontology/movement>  ?o    },http://dbpedia.org/resource/Futurism,Futurismo,NPP
2068,Qual è il movimento artistico di Aleksandra Aleksandrovna Ėkster?,select  ?o    {    <http://dbpedia.org/resource/Aleksandra_Ekster> <http://dbpedia.org/ontology/movement>  ?o    },http://dbpedia.org/resource/Futurism,Futurismo,NPP
2069,Qual era il movimento artistico di Alessandro Algardi?,select  ?o    {    <http://dbpedia.org/resource/Alessandro_Algardi> <http://dbpedia.org/ontology/movement>  ?o    },http://dbpedia.org/resource/Baroque,Letteratura barocca,NPP
2070,Qual è il movimento artistico di Alessandro Algardi?,select  ?o    {    <http://dbpedia.org/resource/Alessandro_Algardi> <http://dbpedia.org/ontology/movement>  ?o    },http://dbpedia.org/resource/Baroque,Letteratura barocca,NPP
2071,Qual era il movimento artistico di Alessandro Magnasco?,select  ?o    {    <http://dbpedia.org/resource/Alessandro_Magnasco> <http://dbpedia.org/ontology/movement>  ?o    },http://dbpedia.org/resource/Baroque,Letteratura barocca,NPP
2072,Qual è il movimento artistico di Alessandro Magnasco?,select  ?o    {    <http://dbpedia.org/resource/Alessandro_Magnasco> <http://dbpedia.org/ontology/movement>  ?o    },http://dbpedia.org/resource/Baroque,Letteratura barocca,NPP
2073,Qual era il movimento artistico di Alessandro Tiarini?,select  ?o    {    <http://dbpedia.org/resource/Alessandro_Tiarini> <http://dbpedia.org/ontology/movement>  ?o    },http://dbpedia.org/resource/Renaissance,Architettura rinascimentale,NPP
2074,Qual è il movimento artistico di Alessandro Tiarini?,select  ?o    {    <http://dbpedia.org/resource/Alessandro_Tiarini> <http://dbpedia.org/ontology/movement>  ?o    },http://dbpedia.org/resource/Renaissance,Architettura rinascimentale,NPP
2075,Qual era il movimento artistico di Alessandro Turchi?,select  ?o    {    <http://dbpedia.org/resource/Alessandro_Turchi> <http://dbpedia.org/ontology/movement>  ?o    },http://dbpedia.org/resource/Baroque,Letteratura barocca,NPP
2076,Qual è il movimento artistico di Alessandro Turchi?,select  ?o    {    <http://dbpedia.org/resource/Alessandro_Turchi> <http://dbpedia.org/ontology/movement>  ?o    },http://dbpedia.org/resource/Baroque,Letteratura barocca,NPP
2077,Qual era il movimento artistico di Alex Grey?,select  ?o    {    <http://dbpedia.org/resource/Alex_Grey> <http://dbpedia.org/ontology/movement>  ?o    },http://dbpedia.org/resource/Psychedelic_art,Arte psichedelica,NPP
2078,Qual è il movimento artistico di Alex Grey?,select  ?o    {    <http://dbpedia.org/resource/Alex_Grey> <http://dbpedia.org/ontology/movement>  ?o    },http://dbpedia.org/resource/Psychedelic_art,Arte psichedelica,NPP
2079,Qual era il movimento artistico di Oleksandr Archypenko?,select  ?o    {    <http://dbpedia.org/resource/Alexander_Archipenko> <http://dbpedia.org/ontology/movement>  ?o    },http://dbpedia.org/resource/Cubism,Cubismo,NPP
2080,Qual è il movimento artistico di Oleksandr Archypenko?,select  ?o    {    <http://dbpedia.org/resource/Alexander_Archipenko> <http://dbpedia.org/ontology/movement>  ?o    },http://dbpedia.org/resource/Cubism,Cubismo,NPP
2081,Qual era il movimento artistico di Aleksandr Aleksandrovič Bestužev?,select  ?o    {    <http://dbpedia.org/resource/Alexander_Bestuzhev> <http://dbpedia.org/ontology/movement>  ?o    },http://dbpedia.org/resource/Romanticism,Romanticismo,NPP
2082,Qual è il movimento artistico di Aleksandr Aleksandrovič Bestužev?,select  ?o    {    <http://dbpedia.org/resource/Alexander_Bestuzhev> <http://dbpedia.org/ontology/movement>  ?o    },http://dbpedia.org/resource/Romanticism,Romanticismo,NPP
2083,Qual era il movimento artistico di Alexander Calder?,select  ?o    {    <http://dbpedia.org/resource/Alexander_Calder> <http://dbpedia.org/ontology/movement>  ?o    },http://dbpedia.org/resource/Kinetic_art,Arte cinetica,NPP
2084,Qual è il movimento artistico di Alexander Calder?,select  ?o    {    <http://dbpedia.org/resource/Alexander_Calder> <http://dbpedia.org/ontology/movement>  ?o    },http://dbpedia.org/resource/Kinetic_art,Arte cinetica,NPP
2085,Qual era il movimento artistico di Alexander Kircher?,select  ?o    {    <http://dbpedia.org/resource/Alexander_Kircher> <http://dbpedia.org/ontology/movement>  ?o    },http://dbpedia.org/resource/Dresden,Dresda,NPP
2086,Qual è il movimento artistico di Alexander Kircher?,select  ?o    {    <http://dbpedia.org/resource/Alexander_Kircher> <http://dbpedia.org/ontology/movement>  ?o    },http://dbpedia.org/resource/Dresden,Dresda,NPP
2087,Qual era il movimento artistico di Aleksandr Sergeevič Puškin?,select  ?o    {    <http://dbpedia.org/resource/Alexander_Pushkin> <http://dbpedia.org/ontology/movement>  ?o    },http://dbpedia.org/resource/Romanticism,Romanticismo,NPP
2088,Qual è il movimento artistico di Aleksandr Sergeevič Puškin?,select  ?o    {    <http://dbpedia.org/resource/Alexander_Pushkin> <http://dbpedia.org/ontology/movement>  ?o    },http://dbpedia.org/resource/Romanticism,Romanticismo,NPP
2089,Qual era il movimento artistico di Aleksandr Michajlovič Rodčenko?,select  ?o    {    <http://dbpedia.org/resource/Alexander_Rodchenko> <http://dbpedia.org/ontology/movement>  ?o    },http://dbpedia.org/resource/Constructivism_(art),Costruttivismo (arte),NPP
2090,Qual è il movimento artistico di Aleksandr Michajlovič Rodčenko?,select  ?o    {    <http://dbpedia.org/resource/Alexander_Rodchenko> <http://dbpedia.org/ontology/movement>  ?o    },http://dbpedia.org/resource/Constructivism_(art),Costruttivismo (arte),NPP
2091,Qual era il movimento artistico di Alexandre-Évariste Fragonard?,select  ?o    {    <http://dbpedia.org/resource/Alexandre-Évariste_Fragonard> <http://dbpedia.org/ontology/movement>  ?o    },http://dbpedia.org/resource/Troubadour_style,Stile troubadour,NPP
2092,Qual è il movimento artistico di Alexandre-Évariste Fragonard?,select  ?o    {    <http://dbpedia.org/resource/Alexandre-Évariste_Fragonard> <http://dbpedia.org/ontology/movement>  ?o    },http://dbpedia.org/resource/Troubadour_style,Stile troubadour,NPP
2093,Qual era il movimento artistico di Alexandre Cabanel?,select  ?o    {    <http://dbpedia.org/resource/Alexandre_Cabanel> <http://dbpedia.org/ontology/movement>  ?o    },http://dbpedia.org/resource/Academic_art,Arte accademica,NPP
2094,Qual è il movimento artistico di Alexandre Cabanel?,select  ?o    {    <http://dbpedia.org/resource/Alexandre_Cabanel> <http://dbpedia.org/ontology/movement>  ?o    },http://dbpedia.org/resource/Academic_art,Arte accademica,NPP
2095,Qual era il movimento artistico di Alexandre Dumas padre?,select  ?o    {    <http://dbpedia.org/resource/Alexandre_Dumas> <http://dbpedia.org/ontology/movement>  ?o    },http://dbpedia.org/resource/Romanticism,Romanticismo,NPP
2096,Qual è il movimento artistico di Alexandre Dumas padre?,select  ?o    {    <http://dbpedia.org/resource/Alexandre_Dumas> <http://dbpedia.org/ontology/movement>  ?o    },http://dbpedia.org/resource/Romanticism,Romanticismo,NPP
2097,Qual era il movimento artistico di Alexandre Herculano?,select  ?o    {    <http://dbpedia.org/resource/Alexandre_Herculano> <http://dbpedia.org/ontology/movement>  ?o    },http://dbpedia.org/resource/Romanticism,Romanticismo,NPP
2098,Qual è il movimento artistico di Alexandre Herculano?,select  ?o    {    <http://dbpedia.org/resource/Alexandre_Herculano> <http://dbpedia.org/ontology/movement>  ?o    },http://dbpedia.org/resource/Romanticism,Romanticismo,NPP
2100,il movimento artistico di Barbara Hepworth,select  ?o    {    <http://dbpedia.org/resource/Barbara_Hepworth> <http://dbpedia.org/ontology/movement>  ?o    },http://dbpedia.org/resource/Abstract_art,Astrattismo,NPP
2101,il movimento artistico di Barnett Newman,select  ?o    {    <http://dbpedia.org/resource/Barnett_Newman> <http://dbpedia.org/ontology/movement>  ?o    },http://dbpedia.org/resource/Color_field,Color field,NPP
2102,il movimento artistico di Barrington J. Bayley,select  ?o    {    <http://dbpedia.org/resource/Barrington_J._Bayley> <http://dbpedia.org/ontology/movement>  ?o    },http://dbpedia.org/resource/New_Wave_science_fiction,New Wave (fantascienza),NPP
2103,il movimento artistico di Bartholomeus Breenbergh,select  ?o    {    <http://dbpedia.org/resource/Bartholomeus_Breenbergh> <http://dbpedia.org/ontology/movement>  ?o    },http://dbpedia.org/resource/Dutch_Golden_Age,Secolo d'oro olandese,NPP
2104,il movimento artistico di Bartolomé Esteban Murillo,select  ?o    {    <http://dbpedia.org/resource/Bartolomé_Esteban_Murillo> <http://dbpedia.org/ontology/movement>  ?o    },http://dbpedia.org/resource/Baroque,Letteratura barocca,NPP
2105,il movimento artistico di Bashshar ibn Burd,select  ?o    {    <http://dbpedia.org/resource/Bashar_ibn_Burd> <http://dbpedia.org/ontology/movement>  ?o    },http://dbpedia.org/resource/Arabic_literature,Letteratura araba,NPP
2106,il movimento artistico di José Basílio da Gama,select  ?o    {    <http://dbpedia.org/resource/Basílio_da_Gama> <http://dbpedia.org/ontology/movement>  ?o    },http://dbpedia.org/resource/Neoclassicism,Neoclassicismo,NPP
2107,il movimento artistico di Beatrice Wood,select  ?o    {    <http://dbpedia.org/resource/Beatrice_Wood> <http://dbpedia.org/ontology/movement>  ?o    },http://dbpedia.org/resource/Dada,Dadaismo,NPP
2108,il movimento artistico di Ben Heine,select  ?o    {    <http://dbpedia.org/resource/Ben_Heine> <http://dbpedia.org/ontology/movement>  ?o    },http://dbpedia.org/resource/Pop_art,Pop art,NPP
2109,il movimento artistico di Ben Okri,select  ?o    {    <http://dbpedia.org/resource/Ben_Okri> <http://dbpedia.org/ontology/movement>  ?o    },http://dbpedia.org/resource/Postcolonial_literature,Letteratura post coloniale,NPP
2110,il movimento artistico di Ben Vautier,select  ?o    {    <http://dbpedia.org/resource/Ben_Vautier> <http://dbpedia.org/ontology/movement>  ?o    },http://dbpedia.org/resource/Fluxus,Fluxus,NPP
2111,il movimento artistico di Benedetto Gennari junior,select  ?o    {    <http://dbpedia.org/resource/Benedetto_Gennari_II> <http://dbpedia.org/ontology/movement>  ?o    },http://dbpedia.org/resource/Baroque,Letteratura barocca,NPP
2112,il movimento artistico di Benedetto Luti,select  ?o    {    <http://dbpedia.org/resource/Benedetto_Luti> <http://dbpedia.org/ontology/movement>  ?o    },http://dbpedia.org/resource/Baroque,Letteratura barocca,NPP
2113,il movimento artistico di Benjamin Fondane,select  ?o    {    <http://dbpedia.org/resource/Benjamin_Fondane> <http://dbpedia.org/ontology/movement>  ?o    },http://dbpedia.org/resource/Expressionism,Espressionismo (letteratura),NPP
2114,il movimento artistico di Benjamin Péret,select  ?o    {    <http://dbpedia.org/resource/Benjamin_Péret> <http://dbpedia.org/ontology/movement>  ?o    },http://dbpedia.org/resource/Dada,Dadaismo,NPP
2115,il movimento artistico di Burhan Doğançay,select  ?o    {    <http://dbpedia.org/resource/Burhan_Doğançay> <http://dbpedia.org/ontology/movement>  ?o    },http://dbpedia.org/resource/Pop_art,Pop art,NPP
2116,il movimento artistico di Camil Petrescu,select  ?o    {    <http://dbpedia.org/resource/Camil_Petrescu> <http://dbpedia.org/ontology/movement>  ?o    },http://dbpedia.org/resource/Literary_realism,Realismo (letteratura),NPP
2117,il movimento artistico di Camille Paglia,select  ?o    {    <http://dbpedia.org/resource/Camille_Paglia> <http://dbpedia.org/ontology/movement>  ?o    },http://dbpedia.org/resource/Individualist_feminism,Femminismo individualista,NPP
2118,il movimento artistico di Camille Pissarro,select  ?o    {    <http://dbpedia.org/resource/Camille_Pissarro> <http://dbpedia.org/ontology/movement>  ?o    },http://dbpedia.org/resource/Post-Impressionism,Post-impressionismo,NPP
2119,il movimento artistico di Camillo Boito,select  ?o    {    <http://dbpedia.org/resource/Camillo_Boito> <http://dbpedia.org/ontology/movement>  ?o    },http://dbpedia.org/resource/Scapigliatura,Scapigliatura,NPP
2120,il movimento artistico di Camilo Castelo Branco,select  ?o    {    <http://dbpedia.org/resource/Camilo_Castelo_Branco> <http://dbpedia.org/ontology/movement>  ?o    },http://dbpedia.org/resource/Romanticism,Romanticismo,NPP
