id,question,sparql,answer_rdf,answer,frame
2044,la moglie di Alan Garner,select  ?o    {    <http://dbpedia.org/resource/Barbara_Hammer> <http://dbpedia.org/ontology/spouse>  ?o    },http://dbpedia.org/resource/Florrie_R._Burke,,NPP
2045,la moglie di Aleksej Nikolaevič Apuchtin,select  ?o    {    <http://dbpedia.org/resource/Barbara_Hammer> <http://dbpedia.org/ontology/spouse>  ?o    },http://dbpedia.org/resource/Florrie_R._Burke,,NPP
2046,la moglie di Aleksej Nikolaevič Tolstoj,select  ?o    {    <http://dbpedia.org/resource/Barbara_Hammer> <http://dbpedia.org/ontology/spouse>  ?o    },http://dbpedia.org/resource/Florrie_R._Burke,,NPP
2047,la moglie di Alessandra di Danimarca,select  ?o    {    <http://dbpedia.org/resource/Barbara_Hammer> <http://dbpedia.org/ontology/spouse>  ?o    },http://dbpedia.org/resource/Florrie_R._Burke,,NPP
2048,la moglie di Alfonso d'Orléans,select  ?o    {    <http://dbpedia.org/resource/Barbara_Hammer> <http://dbpedia.org/ontology/spouse>  ?o    },http://dbpedia.org/resource/Florrie_R._Burke,,NPP
2049,la moglie di Alfred Hillebrandt,select  ?o    {    <http://dbpedia.org/resource/Barbara_Hammer> <http://dbpedia.org/ontology/spouse>  ?o    },http://dbpedia.org/resource/Florrie_R._Burke,,NPP
2050,la moglie di Andrea Massena,select  ?o    {    <http://dbpedia.org/resource/Barbara_Hammer> <http://dbpedia.org/ontology/spouse>  ?o    },http://dbpedia.org/resource/Florrie_R._Burke,,NPP
2051,la moglie di Andreas Cellarius,select  ?o    {    <http://dbpedia.org/resource/Barbara_Hammer> <http://dbpedia.org/ontology/spouse>  ?o    },http://dbpedia.org/resource/Florrie_R._Burke,,NPP
2052,la moglie di Armand Augustin Louis de Caulaincourt,select  ?o    {    <http://dbpedia.org/resource/Barbara_Hammer> <http://dbpedia.org/ontology/spouse>  ?o    },http://dbpedia.org/resource/Florrie_R._Burke,,NPP
2053,la moglie di Baldo degli Ubaldi,select  ?o    {    <http://dbpedia.org/resource/Barbara_Hammer> <http://dbpedia.org/ontology/spouse>  ?o    },http://dbpedia.org/resource/Florrie_R._Burke,,NPP
2054,la moglie di Barbara Hammer,select  ?o    {    <http://dbpedia.org/resource/Barbara_Hammer> <http://dbpedia.org/ontology/spouse>  ?o    },http://dbpedia.org/resource/Florrie_R._Burke,,NPP
2055,la moglie di Bartel Leendert van der Waerden,select  ?o    {    <http://dbpedia.org/resource/Barbara_Hammer> <http://dbpedia.org/ontology/spouse>  ?o    },http://dbpedia.org/resource/Florrie_R._Burke,,NPP
2056,la moglie di Bernhard Sigmund Schultze,select  ?o    {    <http://dbpedia.org/resource/Barbara_Hammer> <http://dbpedia.org/ontology/spouse>  ?o    },http://dbpedia.org/resource/Florrie_R._Burke,,NPP
2057,la moglie di Beth Carvalho,select  ?o    {    <http://dbpedia.org/resource/Barbara_Hammer> <http://dbpedia.org/ontology/spouse>  ?o    },http://dbpedia.org/resource/Florrie_R._Burke,,NPP
2058,la moglie di Bora Ćosić,select  ?o    {    <http://dbpedia.org/resource/Barbara_Hammer> <http://dbpedia.org/ontology/spouse>  ?o    },http://dbpedia.org/resource/Florrie_R._Burke,,NPP
2059,la moglie di Boris Ščukin,select  ?o    {    <http://dbpedia.org/resource/Barbara_Hammer> <http://dbpedia.org/ontology/spouse>  ?o    },http://dbpedia.org/resource/Florrie_R._Burke,,NPP
2060,la moglie di Bruno Mugellini,select  ?o    {    <http://dbpedia.org/resource/Barbara_Hammer> <http://dbpedia.org/ontology/spouse>  ?o    },http://dbpedia.org/resource/Florrie_R._Burke,,NPP
2061,la moglie di Bruno Nicolai,select  ?o    {    <http://dbpedia.org/resource/Barbara_Hammer> <http://dbpedia.org/ontology/spouse>  ?o    },http://dbpedia.org/resource/Florrie_R._Burke,,NPP
2062,la moglie di Carlo Pellion di Persano,select  ?o    {    <http://dbpedia.org/resource/Barbara_Hammer> <http://dbpedia.org/ontology/spouse>  ?o    },http://dbpedia.org/resource/Florrie_R._Burke,,NPP
2063,la moglie di Carlos Lyra,select  ?o    {    <http://dbpedia.org/resource/Barbara_Hammer> <http://dbpedia.org/ontology/spouse>  ?o    },http://dbpedia.org/resource/Florrie_R._Burke,,NPP
2064,la moglie di Cate Shortland,select  ?o    {    <http://dbpedia.org/resource/Barbara_Hammer> <http://dbpedia.org/ontology/spouse>  ?o    },http://dbpedia.org/resource/Florrie_R._Burke,,NPP
2065,la moglie di Charles Gounod,select  ?o    {    <http://dbpedia.org/resource/Barbara_Hammer> <http://dbpedia.org/ontology/spouse>  ?o    },http://dbpedia.org/resource/Florrie_R._Burke,,NPP
2066,la moglie di Charles Perrault,select  ?o    {    <http://dbpedia.org/resource/Barbara_Hammer> <http://dbpedia.org/ontology/spouse>  ?o    },http://dbpedia.org/resource/Florrie_R._Burke,,NPP
2067,la moglie di Chiara Gonzaga,select  ?o    {    <http://dbpedia.org/resource/Barbara_Hammer> <http://dbpedia.org/ontology/spouse>  ?o    },http://dbpedia.org/resource/Florrie_R._Burke,,NPP
2068,la moglie di Chilperico II,select  ?o    {    <http://dbpedia.org/resource/Barbara_Hammer> <http://dbpedia.org/ontology/spouse>  ?o    },http://dbpedia.org/resource/Florrie_R._Burke,,NPP
2069,la moglie di Cid Corman,select  ?o    {    <http://dbpedia.org/resource/Barbara_Hammer> <http://dbpedia.org/ontology/spouse>  ?o    },http://dbpedia.org/resource/Florrie_R._Burke,,NPP
2070,la moglie di Claude Perrault,select  ?o    {    <http://dbpedia.org/resource/Barbara_Hammer> <http://dbpedia.org/ontology/spouse>  ?o    },http://dbpedia.org/resource/Florrie_R._Burke,,NPP
2071,la moglie di Corneliu Porumboiu,select  ?o    {    <http://dbpedia.org/resource/Barbara_Hammer> <http://dbpedia.org/ontology/spouse>  ?o    },http://dbpedia.org/resource/Florrie_R._Burke,,NPP
2072,la moglie di Craig Wright,select  ?o    {    <http://dbpedia.org/resource/Barbara_Hammer> <http://dbpedia.org/ontology/spouse>  ?o    },http://dbpedia.org/resource/Florrie_R._Burke,,NPP
2073,la moglie di César Brie,select  ?o    {    <http://dbpedia.org/resource/Barbara_Hammer> <http://dbpedia.org/ontology/spouse>  ?o    },http://dbpedia.org/resource/Florrie_R._Burke,,NPP
2074,la moglie di David A. Aaker,select  ?o    {    <http://dbpedia.org/resource/Barbara_Hammer> <http://dbpedia.org/ontology/spouse>  ?o    },http://dbpedia.org/resource/Florrie_R._Burke,,NPP
2075,la moglie di Della Reese,select  ?o    {    <http://dbpedia.org/resource/Barbara_Hammer> <http://dbpedia.org/ontology/spouse>  ?o    },http://dbpedia.org/resource/Florrie_R._Burke,,NPP
2076,la moglie di Didier Lockwood,select  ?o    {    <http://dbpedia.org/resource/Barbara_Hammer> <http://dbpedia.org/ontology/spouse>  ?o    },http://dbpedia.org/resource/Florrie_R._Burke,,NPP
2077,la moglie di Diego De Silva,select  ?o    {    <http://dbpedia.org/resource/Barbara_Hammer> <http://dbpedia.org/ontology/spouse>  ?o    },http://dbpedia.org/resource/Florrie_R._Burke,,NPP
2078,la moglie di Dioniso,select  ?o    {    <http://dbpedia.org/resource/Barbara_Hammer> <http://dbpedia.org/ontology/spouse>  ?o    },http://dbpedia.org/resource/Florrie_R._Burke,,NPP
2079,la moglie di Dosoftei,select  ?o    {    <http://dbpedia.org/resource/Barbara_Hammer> <http://dbpedia.org/ontology/spouse>  ?o    },http://dbpedia.org/resource/Florrie_R._Burke,,NPP
2080,la moglie di Dragan Velikić,select  ?o    {    <http://dbpedia.org/resource/Barbara_Hammer> <http://dbpedia.org/ontology/spouse>  ?o    },http://dbpedia.org/resource/Florrie_R._Burke,,NPP
2081,la moglie di E. V. Gordon,select  ?o    {    <http://dbpedia.org/resource/Barbara_Hammer> <http://dbpedia.org/ontology/spouse>  ?o    },http://dbpedia.org/resource/Florrie_R._Burke,,NPP
2082,la moglie di Elmore Leonard,select  ?o    {    <http://dbpedia.org/resource/Barbara_Hammer> <http://dbpedia.org/ontology/spouse>  ?o    },http://dbpedia.org/resource/Florrie_R._Burke,,NPP
2083,la moglie di Enrico Giulio di Brunswick-Lüneburg,select  ?o    {    <http://dbpedia.org/resource/Barbara_Hammer> <http://dbpedia.org/ontology/spouse>  ?o    },http://dbpedia.org/resource/Florrie_R._Burke,,NPP
2084,la moglie di Ernest J. Gaines,select  ?o    {    <http://dbpedia.org/resource/Barbara_Hammer> <http://dbpedia.org/ontology/spouse>  ?o    },http://dbpedia.org/resource/Florrie_R._Burke,,NPP
2085,la moglie di Ernst Christian Walz,select  ?o    {    <http://dbpedia.org/resource/Barbara_Hammer> <http://dbpedia.org/ontology/spouse>  ?o    },http://dbpedia.org/resource/Florrie_R._Burke,,NPP
2086,la moglie di Ernst zu Münster,select  ?o    {    <http://dbpedia.org/resource/Barbara_Hammer> <http://dbpedia.org/ontology/spouse>  ?o    },http://dbpedia.org/resource/Florrie_R._Burke,,NPP
2087,la moglie di Evandro Agazzi,select  ?o    {    <http://dbpedia.org/resource/Barbara_Hammer> <http://dbpedia.org/ontology/spouse>  ?o    },http://dbpedia.org/resource/Florrie_R._Burke,,NPP
2088,la moglie di Evangeline Booth,select  ?o    {    <http://dbpedia.org/resource/Barbara_Hammer> <http://dbpedia.org/ontology/spouse>  ?o    },http://dbpedia.org/resource/Florrie_R._Burke,,NPP
2089,la moglie di Fatih Akın,select  ?o    {    <http://dbpedia.org/resource/Barbara_Hammer> <http://dbpedia.org/ontology/spouse>  ?o    },http://dbpedia.org/resource/Florrie_R._Burke,,NPP
2090,la moglie di Ferdinand Hérold,select  ?o    {    <http://dbpedia.org/resource/Barbara_Hammer> <http://dbpedia.org/ontology/spouse>  ?o    },http://dbpedia.org/resource/Florrie_R._Burke,,NPP
2091,la moglie di Frances Dade,select  ?o    {    <http://dbpedia.org/resource/Barbara_Hammer> <http://dbpedia.org/ontology/spouse>  ?o    },http://dbpedia.org/resource/Florrie_R._Burke,,NPP
2092,la moglie di Francesco De Grandi,select  ?o    {    <http://dbpedia.org/resource/Barbara_Hammer> <http://dbpedia.org/ontology/spouse>  ?o    },http://dbpedia.org/resource/Florrie_R._Burke,,NPP
2093,la moglie di Francesco Marsciani,select  ?o    {    <http://dbpedia.org/resource/Barbara_Hammer> <http://dbpedia.org/ontology/spouse>  ?o    },http://dbpedia.org/resource/Florrie_R._Burke,,NPP
2094,la moglie di Francis Moze,select  ?o    {    <http://dbpedia.org/resource/Barbara_Hammer> <http://dbpedia.org/ontology/spouse>  ?o    },http://dbpedia.org/resource/Florrie_R._Burke,,NPP
2095,la moglie di Francisco Suárez,select  ?o    {    <http://dbpedia.org/resource/Barbara_Hammer> <http://dbpedia.org/ontology/spouse>  ?o    },http://dbpedia.org/resource/Florrie_R._Burke,,NPP
2096,la moglie di Geling Yan,select  ?o    {    <http://dbpedia.org/resource/Barbara_Hammer> <http://dbpedia.org/ontology/spouse>  ?o    },http://dbpedia.org/resource/Florrie_R._Burke,,NPP
2097,la moglie di George Murdock,select  ?o    {    <http://dbpedia.org/resource/Barbara_Hammer> <http://dbpedia.org/ontology/spouse>  ?o    },http://dbpedia.org/resource/Florrie_R._Burke,,NPP
2098,la moglie di Georgi Pulevski,select  ?o    {    <http://dbpedia.org/resource/Barbara_Hammer> <http://dbpedia.org/ontology/spouse>  ?o    },http://dbpedia.org/resource/Florrie_R._Burke,,NPP
2099,la moglie di Georgij Nikolaevič Danelija,select  ?o    {    <http://dbpedia.org/resource/Barbara_Hammer> <http://dbpedia.org/ontology/spouse>  ?o    },http://dbpedia.org/resource/Florrie_R._Burke,,NPP
2100,la moglie di Giancarlo Pontiggia,select  ?o    {    <http://dbpedia.org/resource/Barbara_Hammer> <http://dbpedia.org/ontology/spouse>  ?o    },http://dbpedia.org/resource/Florrie_R._Burke,,NPP
2101,la moglie di Gradimir Smudja,select  ?o    {    <http://dbpedia.org/resource/Barbara_Hammer> <http://dbpedia.org/ontology/spouse>  ?o    },http://dbpedia.org/resource/Florrie_R._Burke,,NPP
2102,la moglie di Guglielmo Cottrau,select  ?o    {    <http://dbpedia.org/resource/Barbara_Hammer> <http://dbpedia.org/ontology/spouse>  ?o    },http://dbpedia.org/resource/Florrie_R._Burke,,NPP
2103,la moglie di Hans Lassen Martensen,select  ?o    {    <http://dbpedia.org/resource/Barbara_Hammer> <http://dbpedia.org/ontology/spouse>  ?o    },http://dbpedia.org/resource/Florrie_R._Burke,,NPP
2104,la moglie di Heinz Ellenberg,select  ?o    {    <http://dbpedia.org/resource/Barbara_Hammer> <http://dbpedia.org/ontology/spouse>  ?o    },http://dbpedia.org/resource/Florrie_R._Burke,,NPP
2105,la moglie di Henry Lloyd-Hughes,select  ?o    {    <http://dbpedia.org/resource/Barbara_Hammer> <http://dbpedia.org/ontology/spouse>  ?o    },http://dbpedia.org/resource/Florrie_R._Burke,,NPP
2106,la moglie di Hugo Tristram Engelhardt,select  ?o    {    <http://dbpedia.org/resource/Barbara_Hammer> <http://dbpedia.org/ontology/spouse>  ?o    },http://dbpedia.org/resource/Florrie_R._Burke,,NPP
2107,la moglie di Inez Courtney,select  ?o    {    <http://dbpedia.org/resource/Barbara_Hammer> <http://dbpedia.org/ontology/spouse>  ?o    },http://dbpedia.org/resource/Florrie_R._Burke,,NPP
2108,la moglie di Irena Sendler,select  ?o    {    <http://dbpedia.org/resource/Barbara_Hammer> <http://dbpedia.org/ontology/spouse>  ?o    },http://dbpedia.org/resource/Florrie_R._Burke,,NPP
2109,la moglie di Ivan Aleksandrovič Vyšnegradskij,select  ?o    {    <http://dbpedia.org/resource/Barbara_Hammer> <http://dbpedia.org/ontology/spouse>  ?o    },http://dbpedia.org/resource/Florrie_R._Burke,,NPP
2110,la moglie di Jack Antonoff,select  ?o    {    <http://dbpedia.org/resource/Barbara_Hammer> <http://dbpedia.org/ontology/spouse>  ?o    },http://dbpedia.org/resource/Florrie_R._Burke,,NPP
2111,la moglie di James Carnegie IX conte di Southesk,select  ?o    {    <http://dbpedia.org/resource/Barbara_Hammer> <http://dbpedia.org/ontology/spouse>  ?o    },http://dbpedia.org/resource/Florrie_R._Burke,,NPP
2112,la moglie di James Hadley Chase,select  ?o    {    <http://dbpedia.org/resource/Barbara_Hammer> <http://dbpedia.org/ontology/spouse>  ?o    },http://dbpedia.org/resource/Florrie_R._Burke,,NPP
2114,Qual era il nemico di Heriberto Lazcano?,select  ?o    {    <http://dbpedia.org/resource/Heriberto_Lazcano_Lazcano> <http://dbpedia.org/ontology/opponent>  ?o    },http://dbpedia.org/resource/Sinaloa_Cartel,Cartello di Sinaloa,NPP
2115,Qual è il nemico di Heriberto Lazcano?,select  ?o    {    <http://dbpedia.org/resource/Heriberto_Lazcano_Lazcano> <http://dbpedia.org/ontology/opponent>  ?o    },http://dbpedia.org/resource/Sinaloa_Cartel,Cartello di Sinaloa,NPP
2116,Qual era il nemico di Morgan Earp?,select  ?o    {    <http://dbpedia.org/resource/Morgan_Earp> <http://dbpedia.org/ontology/opponent>  ?o    },http://dbpedia.org/resource/Frank_Stilwell,Frank Stilwell,NPP
2117,Qual è il nemico di Morgan Earp?,select  ?o    {    <http://dbpedia.org/resource/Morgan_Earp> <http://dbpedia.org/ontology/opponent>  ?o    },http://dbpedia.org/resource/Frank_Stilwell,Frank Stilwell,NPP
2118,Qual era il nemico di Maometto?,select  ?o    {    <http://dbpedia.org/resource/Muhammad> <http://dbpedia.org/ontology/opponent>  ?o    },http://dbpedia.org/resource/Quraysh,Quraysh,NPP
2119,Qual è il nemico di Maometto?,select  ?o    {    <http://dbpedia.org/resource/Muhammad> <http://dbpedia.org/ontology/opponent>  ?o    },http://dbpedia.org/resource/Quraysh,Quraysh,NPP
2120,Qual era il nemico di Muhammad al-Mahdi?,select  ?o    {    <http://dbpedia.org/resource/Muhammad_al-Mahdi> <http://dbpedia.org/ontology/opponent>  ?o    },http://dbpedia.org/resource/Sufyani,,NPP
2121,Qual è il nemico di Muhammad al-Mahdi?,select  ?o    {    <http://dbpedia.org/resource/Muhammad_al-Mahdi> <http://dbpedia.org/ontology/opponent>  ?o    },http://dbpedia.org/resource/Sufyani,,NPP
2122,Qual era il nemico di Al-Mukhtar ibn Abi 'Ubayd?,select  ?o    {    <http://dbpedia.org/resource/Mukhtar_al-Thaqafi> <http://dbpedia.org/ontology/opponent>  ?o    },http://dbpedia.org/resource/Ubayd_Allah_ibn_Ziyad,Ubayd Allah ibn Ziyad,NPP
2123,Qual è il nemico di Al-Mukhtar ibn Abi 'Ubayd?,select  ?o    {    <http://dbpedia.org/resource/Mukhtar_al-Thaqafi> <http://dbpedia.org/ontology/opponent>  ?o    },http://dbpedia.org/resource/Ubayd_Allah_ibn_Ziyad,Ubayd Allah ibn Ziyad,NPP
2124,Qual era il nemico di Mus'ab ibn al-Zubayr?,select  ?o    {    <http://dbpedia.org/resource/Mus'ab_ibn_al-Zubayr> <http://dbpedia.org/ontology/opponent>  ?o    },http://dbpedia.org/resource/Abd_al-Malik_ibn_Marwan,Abd al-Malik ibn Marwan,NPP
2125,Qual è il nemico di Mus'ab ibn al-Zubayr?,select  ?o    {    <http://dbpedia.org/resource/Mus'ab_ibn_al-Zubayr> <http://dbpedia.org/ontology/opponent>  ?o    },http://dbpedia.org/resource/Abd_al-Malik_ibn_Marwan,Abd al-Malik ibn Marwan,NPP
2126,Qual era il nemico di Publio Cornelio Scipione?,select  ?o    {    <http://dbpedia.org/resource/Scipio_Africanus> <http://dbpedia.org/ontology/opponent>  ?o    },http://dbpedia.org/resource/Cato_the_Elder,Marco Porcio Catone,NPP
2127,Qual è il nemico di Publio Cornelio Scipione?,select  ?o    {    <http://dbpedia.org/resource/Scipio_Africanus> <http://dbpedia.org/ontology/opponent>  ?o    },http://dbpedia.org/resource/Cato_the_Elder,Marco Porcio Catone,NPP
2128,Qual era il nemico di Wyatt Earp?,select  ?o    {    <http://dbpedia.org/resource/Wyatt_Earp> <http://dbpedia.org/ontology/opponent>  ?o    },http://dbpedia.org/resource/Ike_Clanton,Ike Clanton,NPP
2129,Qual è il nemico di Wyatt Earp?,select  ?o    {    <http://dbpedia.org/resource/Wyatt_Earp> <http://dbpedia.org/ontology/opponent>  ?o    },http://dbpedia.org/resource/Ike_Clanton,Ike Clanton,NPP
2130,Qual era il nemico di Xunzi?,select  ?o    {    <http://dbpedia.org/resource/Xun_Kuang> <http://dbpedia.org/ontology/opponent>  ?o    },http://dbpedia.org/resource/Mencius,Mencio,NPP
2131,Qual è il nemico di Xunzi?,select  ?o    {    <http://dbpedia.org/resource/Xun_Kuang> <http://dbpedia.org/ontology/opponent>  ?o    },http://dbpedia.org/resource/Mencius,Mencio,NPP
2132,Qual era il nemico di Thomas di Galloway?,select  ?o    {    <http://dbpedia.org/resource/Thomas_of_Galloway> <http://dbpedia.org/ontology/opponent>  ?o    },"http://dbpedia.org/resource/Hugh_de_Lacy,_1st_Earl_of_Ulster","Hugh de Lacy, I conte di Ulster",NPP
2133,Qual è il nemico di Thomas di Galloway?,select  ?o    {    <http://dbpedia.org/resource/Thomas_of_Galloway> <http://dbpedia.org/ontology/opponent>  ?o    },"http://dbpedia.org/resource/Hugh_de_Lacy,_1st_Earl_of_Ulster","Hugh de Lacy, I conte di Ulster",NPP
2134,Qual era il nemico di Adrian Lamo?,select  ?o    {    <http://dbpedia.org/resource/Adrian_Lamo> <http://dbpedia.org/ontology/opponent>  ?o    },http://dbpedia.org/resource/Julian_Assange,Julian Assange,NPP
2135,Qual è il nemico di Adrian Lamo?,select  ?o    {    <http://dbpedia.org/resource/Adrian_Lamo> <http://dbpedia.org/ontology/opponent>  ?o    },http://dbpedia.org/resource/Julian_Assange,Julian Assange,NPP
2136,Qual era il nemico di Thomas Overbury?,select  ?o    {    <http://dbpedia.org/resource/Thomas_Overbury> <http://dbpedia.org/ontology/opponent>  ?o    },"http://dbpedia.org/resource/Charles_Howard,_1st_Earl_of_Nottingham","Charles Howard, I conte di Nottingham",NPP
2137,Qual è il nemico di Thomas Overbury?,select  ?o    {    <http://dbpedia.org/resource/Thomas_Overbury> <http://dbpedia.org/ontology/opponent>  ?o    },"http://dbpedia.org/resource/Charles_Howard,_1st_Earl_of_Nottingham","Charles Howard, I conte di Nottingham",NPP
2138,Qual era il nemico di Lucio Arrunzio console 6?,select  ?o    {    <http://dbpedia.org/resource/Lucius_Arruntius_(consul_6)> <http://dbpedia.org/ontology/opponent>  ?o    },http://dbpedia.org/resource/Naevius_Sutorius_Macro,Quinto Nevio Cordo Sutorio Macrone,NPP
2139,Qual è il nemico di Lucio Arrunzio console 6?,select  ?o    {    <http://dbpedia.org/resource/Lucius_Arruntius_(consul_6)> <http://dbpedia.org/ontology/opponent>  ?o    },http://dbpedia.org/resource/Naevius_Sutorius_Macro,Quinto Nevio Cordo Sutorio Macrone,NPP
