"QALD id"	"match status"	"QALD question"	"QueGG question"	"QALD SPARQL query"	"QueGG SPARQL query"	"TP"	"FP"	"FN"	"Precision"	"Recall"	"F-Measure"
"64"	"0.0"	"¿Fue Arnold Schwarzenegger a la universidad?"		"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/> 
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
ASK
WHERE {
        res:Arnold_Schwarzenegger dbo:almaMater ?x .
        ?x rdf:type dbo:University .
}"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"65"	"0.0"	"¿En que país esta el monte Everest?"		"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> 
SELECT DISTINCT ?uri
WHERE { 
        res:Mount_Everest dbo:locatedInArea ?uri . 
        ?uri rdf:type dbo:Country .
}"		"0.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"
"66"	"0.891566265060241"	"¿Cuál es la cuidad más grande de Australia?"	"""¿Cual es ciudad m�s grande de Australia?"""	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE {
	res:Australia dbo:largestCity ?uri .
}"	"""select  ?o    
{
    <http://dbpedia.org/resource/Australia> <http://dbpedia.org/ontology/largestCity>  ?o .   ?o <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>  <http://dbpedia.org/ontology/City> .    
}"""	"1.0"	"0.0"	"0.0"	"1.0"	"1.0"	"1.0"
"67"	"0.8793103448275862"	"Dame todas las plataformas de lanzamiento operadas por la NASA."	"""Dame todos plataforma de lanzamiento operado por NASA"""	"PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> 
SELECT DISTINCT ?uri 
WHERE { 
        ?uri rdf:type dbo:LaunchPad .  
        ?uri dbo:operator res:NASA . 
}"	"""select  ?s    
{
   ?s <http://dbpedia.org/ontology/operator>  <http://dbpedia.org/resource/NASA> .   ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>  <http://dbpedia.org/ontology/LaunchPad> .    
}"""	"14.0"	"0.0"	"0.0"	"1.0"	"1.0"	"1.0"
"68"	"0.9523809523809523"	"¿Quién es el alcalde de Tel Aviv?"	"""¿Quién es alcalde de Tel Aviv?"""	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE { 
        res:Florence dbo:leaderName ?uri .
}"	"""select  ?o    
{
    <http://dbpedia.org/resource/Tel_Aviv> <http://dbpedia.org/ontology/leaderName>  ?o .    
}"""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"69"	"0.0"	"Dame todos los episodios de la prímera época de la serie de HBO Los Sporanos."		"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE {
        ?uri dbo:series res:The_Sopranos  .
        ?uri dbo:seasonNumber 1 .
}"		"0.0"	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"
"70"	"0.9473684210526315"	"¿Quién creó Batman?"	"""¿Quién cre� Batman?"""	"SELECT DISTINCT ?uri WHERE {  <http://dbpedia.org/resource/Batman> <http://dbpedia.org/ontology/creator> ?uri . } "	"""select  ?o    
{
    <http://dbpedia.org/resource/Batman> <http://dbpedia.org/ontology/creator>  ?o .    
}"""	"2.0"	"0.0"	"0.0"	"1.0"	"1.0"	"1.0"
"71"	"0.9655172413793104"	"¿Quién interpreto a Gus Fring?"	"""¿Quién interpreto Gus Fring?"""	"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Gus_Fring> <http://dbpedia.org/ontology/portrayer> ?uri . }"	"""select  ?o    
{
    <http://dbpedia.org/resource/Gus_Fring> <http://dbpedia.org/ontology/portrayer>  ?o .    
}"""	"1.0"	"0.0"	"0.0"	"1.0"	"1.0"	"1.0"
"72"	"0.0"	"¿En qué lenguaje de programación esta programado GIMP?"		"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE { 
	res:GIMP dbo:programmingLanguage ?uri .
}"		"0.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"
"73"	"0.0"	"En que imperio antiguo pagaría con granos de cacao?"		"SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/currency> <http://dbpedia.org/resource/Cocoa_bean> . }"		"0.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"
"74"	"0.7241379310344828"	"¿Quién es el editor de Forbes?"	"""¿Quién es nieto de Sócrates?"""	"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/>
SELECT DISTINCT ?uri 
WHERE {
        res:Forbes dbo:editor ?uri .
}"	"""select  ?o    
{
    <http://dbpedia.org/resource/Socrates> <http://dbpedia.org/ontology/parent>  ?o .    
}"""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"75"	"0.7532467532467533"	"¿Cuánta gente vive en la capital de Australia?"	"""¿Cual era capital de Australia?"""	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?num 
WHERE {
        res:Australia dbo:capital ?x .
        ?x dbo:populationTotal ?num .
}"	"""select  ?o    
{
    <http://dbpedia.org/resource/Australia> <http://dbpedia.org/ontology/capital>  ?o .   ?o <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>  <http://dbpedia.org/ontology/City> .    
}"""	"0.0"	"1.0"	"1.0"	"0.0"	"0.0"	"0.0"
"76"	"0.0"	"¿Qué surfistas profesionales nacieron en Australia?"		"PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
SELECT DISTINCT ?uri 
WHERE { 
        ?uri dbo:occupation res:Surfing .  
        ?uri dbo:birthPlace res:Australia . 
}"		"0.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"
"77"	"0.0"	"¿Qué compañías de electrónica fueron fundadas en Pekín?"		"SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Company> . ?uri <http://dbpedia.org/ontology/industry> <http://dbpedia.org/resource/Electronics> . ?uri <http://dbpedia.org/ontology/foundationPlace> <http://dbpedia.org/resource/Beijing> . }"		"0.0"	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"
"78"	"0.7441860465116279"	"Dame todos los videojuegos de Mean Hamster Software."	"""Dame todos videojuegos de Sitecore"""	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri 
WHERE {
      ?uri rdf:type dbo:VideoGame .
      ?uri dbo:publisher res:Mean_Hamster_Software . 
}"	"""select  ?s    
{
   ?s <http://dbpedia.org/ontology/publisher>  <http://dbpedia.org/resource/Sitecore> .    
}"""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"79"	"0.0"	"¿Cuántas tiendas Aldi hay?"		"SELECT DISTINCT ?number WHERE {  <http://dbpedia.org/resource/Aldi> <http://dbpedia.org/ontology/numberOfLocations> ?number . } "		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"80"	"0.9152542372881356"	"¿Cuál es la capital de Camerún?"	"""¿Cual es capital de Camerún?"""	"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Cameroon> <http://dbpedia.org/ontology/capital> ?uri. } "	"""select  ?o    
{
    <http://dbpedia.org/resource/Cameroon> <http://dbpedia.org/ontology/capital>  ?o .   ?o <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>  <http://dbpedia.org/ontology/City> .    
}"""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"81"	"0.0"	"¿Hay algún videojuego que se llame Battle Chess?"		"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
ASK 
WHERE {
	?uri rdf:type dbo:VideoGame .
        ?uri rdfs:label 'Battle Chess'@en .
}"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"82"	"0.0"	"¿La mujer del presidente Lincoln se llama Mary?"		"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
ASK 
WHERE {
        res:Abraham_Lincoln dbo:spouse ?spouse .
        ?spouse rdfs:label ?name .
        FILTER(regex(?name,'Mary')) 
}"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"83"	"0.8034188034188035"	"Dame todas las películas que haya dirigido Francis Ford Coppola."	"""Dame todos pel�cula dirigido por Francis Ford Coppola"""	"SELECT DISTINCT ?uri WHERE {  ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Film> .  ?uri <http://dbpedia.org/ontology/director> <http://dbpedia.org/resource/Francis_Ford_Coppola> . } "	"""select  ?s    
{
   ?s <http://dbpedia.org/ontology/director>  <http://dbpedia.org/resource/Francis_Ford_Coppola> .   ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>  <http://dbpedia.org/ontology/Film> .    
}"""	"33.0"	"0.0"	"0.0"	"1.0"	"1.0"	"1.0"
"84"	"0.0"	"¿Cuál es la película de Tim Burton con el mayor presupuesto?"		"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE { 
        ?uri dbo:director res:Tim_Burton .
        ?uri dbo:budget ?b .
}
ORDER BY ?b
OFFSET 0 LIMIT 1"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"85"	"0.0"	"¿Tiene Breaking Bad más episodios que Game of Thrones?"		"PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
ASK 
WHERE { 
        res:Breaking_Bad dbo:numberOfEpisodes ?x . 
        res:Game_of_Thrones dbo:numberOfEpisodes ?y . 
        FILTER (?y > ?x) 
}"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"86"	"0.0"	"¿Quien se llamaba Rodzilla?"		"PREFIX dbp: <http://dbpedia.org/property/> 
SELECT DISTINCT ?uri 
WHERE { 
         ?uri dbp:nickname ""Rodzilla""@en .
}"		"0.0"	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"
"87"	"0.0"	"¿Nació Natalie Portman en los estados unidos de américa?"		"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
ASK 
WHERE { 
	res:Natalie_Portman dbo:birthPlace ?city .
      	?city dbo:country res:United_States .
}"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"88"	"0.9315068493150684"	"Dame todos los nietos de Elvis Presley."	"""Dame todos nietos de Elvis Presley"""	"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Elvis_Presley> <http://dbpedia.org/ontology/child> ?child . ?child <http://dbpedia.org/ontology/child> ?uri . }"	"""select  ?o    
{
    <http://dbpedia.org/resource/Elvis_Presley> <http://dbpedia.org/ontology/parent>  ?o .    
}"""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"89"	"0.0"	"¿Que peliculas protagonizadas por Mickey Rourke han sido dirigidas por Guy Ritchie?"		"SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Film> . ?uri <http://dbpedia.org/ontology/starring> <http://dbpedia.org/resource/Mickey_Rourke> . ?uri <http://dbpedia.org/ontology/director> <http://dbpedia.org/resource/Guy_Ritchie> . } "		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"90"	"0.0"	"¿Cuando murió el creador de Drácula?"		"SELECT DISTINCT ?date WHERE {  <http://dbpedia.org/resource/Count_Dracula> <http://dbpedia.org/ontology/creator> ?x .  ?x <http://dbpedia.org/ontology/deathDate> ?date . } "		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"91"	"0.0"	"¿De qué país viene el creador de Nijntje?"		"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE {
	res:Miffy dbo:creator ?x .
	?x dbo:nationality ?uri .
}"		"0.0"	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"
"92"	"0.9333333333333333"	"¿Cuál es el verdadero nombre de Batman?"	"""¿Cual es verdadero nombre de Batman?"""	"SELECT DISTINCT ?s WHERE { <http://dbpedia.org/resource/Batman> <http://dbpedia.org/property/alterEgo> ?s . }"	"""select  ?o    
{
    <http://dbpedia.org/resource/Batman> <http://dbpedia.org/property/alterEgo>  ?o .    
}"""	"1.0"	"0.0"	"0.0"	"1.0"	"1.0"	"1.0"
"93"	"1.0"	"¿Qué forma de gobierno tiene Rusia?"	"""¿Qué forma de gobierno tiene Rusia?"""	"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Russia> <http://dbpedia.org/ontology/governmentType> ?uri . } "	"""select  ?o    
{
    <http://dbpedia.org/resource/Russia> <http://dbpedia.org/ontology/governmentType>  ?o .    
}"""	"1.0"	"0.0"	"0.0"	"1.0"	"1.0"	"1.0"
"94"	"0.0"	"¿Cuantas compañías han sido fundadas por el fundador de Facebook?"		"SELECT (COUNT(DISTINCT ?uri) as ?c) WHERE {  <http://dbpedia.org/resource/Facebook> <http://dbpedia.org/ontology/foundedBy> ?uri .  ?uri <http://dbpedia.org/ontology/foundedBy> ?uri . } "		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"95"	"0.0"	"Dame todos las empresas canadienses productoras de música Grunge."		"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri 
WHERE {
	?uri rdf:type dbo:RecordLabel .
        ?uri dbo:genre res:Grunge .
        ?uri dbo:country res:Canada .
}"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"96"	"0.7894736842105263"	"¿Cuántos hijos tuvo Benjamin Franklin?"	"""¿Quién son hijos de Benjamin Franklin?"""	"SELECT (COUNT(DISTINCT ?uri) as ?c) WHERE {  <http://dbpedia.org/resource/Benjamin_Franklin> <http://dbpedia.org/ontology/child> ?uri . } "	"""select  ?o    
{
    <http://dbpedia.org/resource/Benjamin_Franklin> <http://dbpedia.org/ontology/child>  ?o .    
}"""	"0.0"	"3.0"	"1.0"	"0.0"	"0.0"	"0.0"
"97"	"0.9111111111111111"	"Dame una lista de los hijos de Margaret Thatcher."	"""Dame una lista hijos de Margaret Thatcher"""	"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/>
SELECT DISTINCT ?uri 
WHERE {
	res:Margaret_Thatcher dbo:child ?uri .
}"	"""select  ?o    
{
    <http://dbpedia.org/resource/Margaret_Thatcher> <http://dbpedia.org/ontology/child>  ?o .    
}"""	"2.0"	"0.0"	"0.0"	"1.0"	"1.0"	"1.0"
"98"	"0.0"	"¿De que región es el vino Melon de Bourgogne?"		"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/> 
SELECT DISTINCT ?uri
WHERE {
        res:Melon_de_Bourgogne dbo:wineRegion ?uri .
}"		"0.0"	"0.0"	"4.0"	"0.0"	"0.0"	"0.0"
"99"	"0.7297297297297297"	"¿Cuál es el hijo mas mayor de Meryl Streep?"	"""¿Quién es hijo de Meryl Streep?"""	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE { 
        res:Meryl_Streep dbo:child ?uri . 
        ?uri dbo:birthDate ?d .
}
ORDER BY ASC(?d)
OFFSET 0 LIMIT 1"	"""select  ?o    
{
    <http://dbpedia.org/resource/Meryl_Streep> <http://dbpedia.org/ontology/child>  ?o .    
}"""	"1.0"	"3.0"	"0.0"	"0.25"	"1.0"	"0.4"
"100"	"0.0"	"¿Son las ranas verdes un tipo de anfibio?"		"PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
ASK 
WHERE { 
        res:Hylidae dbo:class res:Amphibian . 
}"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"101"	"0.0"	"¿Actúa Christian Bale en Velvet Goldmine?"		"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
ASK
WHERE {
        res:Velvet_Goldmine dbo:starring res:Christian_Bale .
}"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"102"	"0.746268656716418"	"Dame todos los juegos de GMT Games."	"""Dame todos videojuegos de Google"""	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE {	
        ?uri dbo:publisher res:GMT_Games .
}"	"""select  ?s    
{
   ?s <http://dbpedia.org/ontology/publisher>  <http://dbpedia.org/resource/Google> .    
}"""	"0.0"	"2.0"	"9.0"	"0.0"	"0.0"	"0.0"
"103"	"0.0"	"¿Desemboca el Isar en un lago?"		"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
ASK
WHERE {
        ?x dbo:inflow res:Isar .
        ?x rdf:type dbo:Lake . 
}"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"104"	"0.8354430379746836"	"¿Qué aeropuertos sirve Yeti Airlines?"	"""¿En qué aeropuertos atender Yeti Airlines?"""	"SELECT DISTINCT ?uri WHERE {  <http://dbpedia.org/resource/Yeti_Airlines> <http://dbpedia.org/ontology/targetAirport> ?uri . }"	"""select  ?o    
{
    <http://dbpedia.org/resource/Yeti_Airlines> <http://dbpedia.org/ontology/targetAirport>  ?o .    
}"""	"5.0"	"0.0"	"0.0"	"1.0"	"1.0"	"1.0"
"105"	"0.0"	"¿Qué empresa de la India tiene el mayor número de empleados?"		"SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Company> . ?uri <http://dbpedia.org/ontology/location> <http://dbpedia.org/resource/India> . ?uri <http://dbpedia.org/ontology/numberOfEmployees> ?n . } ORDER BY DESC(?n) OFFSET 0 LIMIT 1"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"106"	"0.9629629629629629"	"¿Qué color expresa Riqueza?"	"""¿Qué color expres� Riqueza?"""	"SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/connotation> <http://dbpedia.org/resource/Wealth> . }"	"""select  ?s    
{
   ?s <http://dbpedia.org/ontology/connotation>  <http://dbpedia.org/resource/Wealth> .    
}"""	"2.0"	"0.0"	"0.0"	"1.0"	"1.0"	"1.0"
"107"	"0.0"	"¿Que ciudad tiene la mayor población?"		"PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> 
SELECT DISTINCT ?uri
WHERE { 
         ?uri rdf:type dbo:City . 
         ?uri dbo:populationTotal ?pop . 
}
ORDER BY DESC(?pop)
OFFSET 0 LIMIT 1"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"108"	"0.7894736842105263"	"¿Quién creó Gmail?"	"""¿Quién dise�� Gmail?"""	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE {
	res:Gmail dbo:author ?uri .
}"	"""select  ?o    
{
    <http://dbpedia.org/resource/Gmail> <http://dbpedia.org/ontology/author>  ?o .    
}"""	"1.0"	"0.0"	"0.0"	"1.0"	"1.0"	"1.0"
"109"	"0.0"	"¿Es Rita Wilson la esposa de Tom Hanks?"		"PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
ASK 
WHERE { 
        res:Tom_Hanks dbo:spouse res:Rita_Wilson . 
}"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"110"	"0.0"	"¿La mujer del presidente Obama se llama Michelle?"		"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
ASK 
WHERE {
        res:Barack_Obama dbo:spouse ?spouse .
        ?spouse rdfs:label ?name .
        FILTER(regex(?name,'Michelle')) 
}"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"111"	"0.0"	"¿Cuántos grupos étnicos viven en Eslovenia?"		"SELECT (COUNT(DISTINCT ?uri) as ?c) WHERE {  <http://dbpedia.org/resource/Slovenia> <http://dbpedia.org/ontology/ethnicGroup> ?uri . } "		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"112"	"0.7435897435897436"	"¿Quién es el presidente de Eritrea?"	"""¿Quién es hija de Presidente de Montenegro?"""	"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Hamburg_Parliament> <http://dbpedia.org/ontology/leader> ?uri . }  "	"""select  ?o    
{
    <http://dbpedia.org/resource/President_of_Montenegro> <http://dbpedia.org/ontology/child>  ?o .    
}"""	"0.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"
"113"	"0.935064935064935"	"¿Qué películas dirigio Stanley Kubrick?"	"""¿Qué pel�cula dirigi� Stanley Kubrick?"""	"SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/director> <http://dbpedia.org/resource/Stanley_Kubrick> . }"	"""select  ?s    
{
   ?s <http://dbpedia.org/ontology/director>  <http://dbpedia.org/resource/Stanley_Kubrick> .   ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>  <http://dbpedia.org/ontology/Film> .    
}"""	"16.0"	"0.0"	"0.0"	"1.0"	"1.0"	"1.0"
"114"	"0.0"	"¿Cuando se completo el Titanic?"		"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?date
WHERE { 
        res:Titanic dbo:completionDate ?date . 
}"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"115"	"0.0"	"¿Cuántas páginas tiene Guerra y Paz?"		"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?n
WHERE {
        res:War_and_Peace dbo:numberOfPages ?n .
}"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"116"	"0.0"	"¿Quién es el jugador más jóven de la Premier League?"		"PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
SELECT DISTINCT ?uri 
WHERE { 
        ?uri dbo:team ?x . 
        ?x dbo:league res:Premier_League . 
        ?uri dbo:birthDate ?y . 
} 
ORDER BY DESC(?y) 
OFFSET 0 LIMIT 1"		"0.0"	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"
"117"	"0.0"	"¿Cuál es la montaña mas alta en Italia?"		"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri
WHERE {
        ?uri rdf:type dbo:Mountain .
        ?uri dbo:locatedInArea res:Italy .
        ?uri dbo:elevation ?num .
}
ORDER BY DESC(?num)
OFFSET 0 LIMIT 1"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"118"	"0.7352941176470589"	"¿Cómo de alta es Claudia Schiffer?"	"""¿Qué padre tiene Claudia Schiffer?"""	"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/>
SELECT DISTINCT ?height 
WHERE {       
        res:Claudia_Schiffer dbo:height ?height .      
}"	"""select  ?o    
{
    <http://dbpedia.org/resource/Claudia_Schiffer> <http://dbpedia.org/ontology/parent>  ?o .    
}"""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"119"	"0.8666666666666667"	"¿Quién fué el vicepresidente de Samuel Schmid?"	"""¿Quién es vicepresidente bajo Samuel Schmid?"""	"PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
SELECT DISTINCT ?uri 
WHERE { res:Samuel_Schmid dbo:vicePresident ?uri . 
}"	"""select  ?o    
{
    <http://dbpedia.org/resource/Samuel_Schmid> <http://dbpedia.org/ontology/vicePresident>  ?o .    
}"""	"1.0"	"0.0"	"0.0"	"1.0"	"1.0"	"1.0"
"120"	"0.0"	"¿Qué subsidiario de Lufthansa vuela en Dortmund y en Berlin?"		"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/> 
SELECT DISTINCT ?uri 
WHERE {
        res:Lufthansa dbo:subsidiary ?uri .
        ?uri dbo:targetAirport res:Dortmund_Airport .
        ?uri dbo:targetAirport res:Berlin_Tegel_Airport .
}"		"0.0"	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"
"121"	"0.8809523809523809"	"¿Quién fué el sucesor de Patrick_F._Kennedy?"	"""¿Quién es sucesor de Patrick F. Kennedy?"""	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE {
	res:Patrick_F._Kennedy dbo:successor ?uri .
}"	"""select  ?o    
{
    <http://dbpedia.org/resource/Patrick_F._Kennedy> <http://dbpedia.org/ontology/successor>  ?o .    
}"""	"5.0"	"0.0"	"0.0"	"1.0"	"1.0"	"1.0"
"122"	"0.9512195121951219"	"¿Quién compuso la banda sonora del Titanic?"	"""¿Quién compuso la banda sonora Titanic?"""	"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Titanic_(1997_film)> <http://dbpedia.org/ontology/musicComposer> ?uri . } "	"""select  ?o    
{
    <http://dbpedia.org/resource/Titanic_(1997_film)> <http://dbpedia.org/ontology/musicComposer>  ?o .    
}"""	"1.0"	"0.0"	"0.0"	"1.0"	"1.0"	"1.0"
"123"	"0.7605633802816901"	"¿Qué películas ha rodado Kurosawa?"	"""¿Qué pel�cula actuado Akira Kurosawa?"""	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri
WHERE {
        ?uri rdf:type dbo:Film .
        ?uri dbo:director res:Akira_Kurosawa .
}"	"""select  ?s    
{
   ?s <http://dbpedia.org/ontology/starring>  <http://dbpedia.org/resource/Akira_Kurosawa> .   ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>  <http://dbpedia.org/ontology/Film> .    
}"""	"0.0"	"2.0"	"32.0"	"0.0"	"0.0"	"0.0"
